ident;DBID;Namespace;LokaalID;Naam;Type maatregel voor doelen-model;Opmerkingen GtH;SGBPPeriode.omschrijving;UitvoeringIn;KRWMaatregel.code;Toelichting;KRWMaatregelNiveau.code;HoortbijKRWWaterlichaam2021;HoortbijKRWWaterlichaam;OmvangNumeriekeWaarde;OmvangEenheid.code;OpnameInSGBPJN;Initiatiefnemer.naam;Kosten;Plan;Uitvoering;Uitgevoerd;Gefaseerd;Vervangen;Ingetrokken;esf;afweging;gebiedspartner (gesprekspartner bij financiering, uitvoering of beleid);Bestuur AGV;Bestuur andere overheid;kosten;totale belasting;oeverlengte;% beschoeid;% bebost;% overig ongeschikt;Ganzen beheren;Natuurvriendelijk onderhouden;belastingreductie opmerking;hulpkolom (km);hulpkolom;omvang tov balansen 2018, ecologische toestand t/m 2017;eenheid;EKR;litteratuurverwijzing;wkp;WL_naam;Effect verwacht vanaf;aangepast;gebiedsteam;;;
164;;;;Afkoppelen Blijkpolder en stedelijk gebied;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;S06;Er komt 5x zoveel fosfor uit het stedelijk gebied dan er wordt ingelaten: door bladval, foutaansluitingen, hondenpoep. Fase 1: Er zijn bronmaatregelen mogelijk door gemeente. In tweede fase heeft afkoppelen stedelijk gebied, samen met stedelijk gebied uit de Horn- en Kuyerpolder richting Vecht de voorkeur. ;;NL11_3_6;NL11_3_6;1;n;j;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1;initiëren;Gemeente Wijde meren;SGBP3;;;;34.8;3.8;40;0;ja;nee;niet gerapporteerd aan PBL;;;0.1;mg/m2/dag;;Stroom, 2017;0;Spiegelplas;2027;LM_20190916;Vecht;;;
165;;;;Afkoppelen Spiegelpolder;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;S06;;;NL11_3_6;NL11_3_6;1;n;j;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1;niet gedaan: niet zo effectief, hoge kosten voor een extra gemaal en daarna weer ingelaten. Andere maatregel.;geen;SGBP3;;;0.743504002;34.8;3.8;40;0;ja;nee;niet gerapporteerd aan PBL;;;0;mg/m2/dag;;Stroom, 2017;0;Spiegelplas;2027;LM_20190916;Vecht;;;
166;;;;Omleiden waterstromen: Afvoer water Spiegelpolder loopt via de defos;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;S06;;;NL11_3_6;NL11_3_6;1;n;j;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1;in voorbereiding;geen;SGBP3;;;0.743504002;34.8;3.8;40;0;ja;nee;0;;;0.14;mg/m2/dag;;Stroom, 2017;0;Spiegelplas;2027;LM_20190916;Vecht;;;
167;;;;Milieuservice punt inrichten voor pleziervaart;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;S06;;;NL11_3_6;NL11_3_6;1;n;j;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1;opzoeken;?;SGBP3;;;0.743504002;34.8;3.8;40;0;ja;nee;zit niet in de balans: schatting maken en toevoegen;;;0;mg/m2/dag;;;0;Spiegelplas;2027;LM_20190916;Vecht;;;
168;;;;Kappen boomopslag langs de oevers.;Open landschap herstellen;;SGBP3 2021-2027;2021-2027;;Kappen van de boomopslag door de eigenaren zal lokaal de kwaliteit van de natuur sterk kunnen verbeteren. Er komt minder fosfaat in het systeem (bladval) en meer licht. Bovendien verdampen bomen veel water. Minder bomen draagt bij aan minder inlaat van gebiedsvreemd water. Omvang: 75%. Laat 25% staan voor parklandschap;;NL11_3_6;NL11_3_6;;;;Natuurmonumenten;;0;0;0;0;0;0;ESF4, ESF1;;;?;;;;34.8;3.8;40;0;ja;nee;;13.92;;25;% van bebost;;;0;Spiegelplas;2027;;Vecht;;;
169;;;;Lozingen uit ongerioleerde panden opheffen;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;;Langs het Googhpad staan nog enkele ongerioleerde woningen. Het is belangrijk deze woningen aan te sluiten op de riolering of het afvalwater te transporteren naar het milieuservicepunt (zie maatregel SBP-6 in WGP NVP 2019).;;NL11_3_6;NL11_3_6;;;;Gemeente Wijdemeren;;0;0;0;0;0;0;ESF1;;Waterschap Amstel Gooi en Vecht;?;SGBP3;;;34.8;3.8;40;0;ja;nee;;;;;mg/m2/dag;;;0;Spiegelplas;2027;;Vecht;;;
252;;;;Bestrijden van ganzen ;Ganzen beheren;"van de lijst halen; dubbel";SGBP3 2021-2027;2021-2027;BE08;Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;;NL11_3_6;NL11_3_6;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF6;;Natuurmonumenten;;SGBP3;;;34.8;3.8;40;0;ja;nee;;;;1;1/0;;;0;Spiegelplas;2027;;Vecht;;;
459;;;;Ganzen beheren, structureel door populatiebeperking;Ganzen beheren;;SGBP3 2021-2027;2021-2027;BE08;Een maatregel in alle WLen waar een sterke graasdruk op helofyten bestaat. Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;;NL11_3_6;NL11_3_6;;;;Provincie Utrecht;;0;0;0;0;0;0;ESF6;;Natuurmonumenten;;SGBP3;;;34.8;3.8;40;0;ja;nee;;;;1;1/0;;;0;Spiegelplas;2027;GH_20191205;;;;
479;;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;Geldt voor alle waterlichamen. ;;NL11_3_6;NL11_3_6;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF4, ESF6;;Gemeente Wijde meren, Provincie Noord-Holland;SGBP3;;;;34.8;3.8;40;0;ja;nee;;;;1;1/0;;;0;Spiegelplas;2027;GH_20191205;;;;
171;71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;Natuurvriendelijk onderhouden EMERS;;SGBP1 2009-2015;2009-2015;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_3_7;NL11_3_7;30;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;0;0;325;0;0;0;ESF4;uitgevoerd;geen;;;;;54.2;7.7;70;0;nee;nee;;;;0;1/0;;;1;WijdeBlik;2016;LM_20190916;Vecht;;;
172;71357;NL11;91124;Realiseren P-reductie rwzi Horstermeer (autonoom);P-belasting verlagen;;SGBP1 2009-2015;2009-2015;IM01;Het gaat om het realiseren van maatregelen om de rwzi aan de wettelijke lozingseisen te laten voldoen;MW;NL11_3_7;NL11_3_7;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=10500000.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;ESF1;uitgevoerd;geen;;;;;54.2;7.7;70;0;nee;nee;Probleempje is, denk ik, dat deze balans gebaseerd is op de huidige waterkwaliteit van Vecht en h'sums kanaal. Daarin zitten de wat oudere maatregelen dus al verdisconteerd.;;;0;mg/m2/dag;;;1;WijdeBlik;2016;LM_20190916;Vecht;;;
173;76548;NL11;KH-xx;Beperken fosfaatbelasting Hilversums Kanaal;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;IM12;Deze maatregel wordt uitgevoerd in waterlichaam Kortenhoefse Plassen, maar heeft ook effect voor waterlichaam Wijde Blik: dit is de defos van Kerkelanden en Haven Hilversum (waarschijnlijk beide bronnen gelijktijdig in het kanaal gezuiverd). SGBP2 start het meetplan om te bepalen hoe deze maatregel kan worden uitgevoerd. Uitvoering zal pas in SGBP3 zijn.;MW;NL11_3_7;NL11_3_7;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;1;0;0;0;0;0;ESF1;;geen;;;;0.469439061;54.2;7.7;70;0;nee;nee;defos Kerkelandemn dubbel opgevoerd, regel verwijderen;;;0;mg/m2/dag;;;1;WijdeBlik;2021;LM_20190916;Vecht;;;
174;76517;NL11;91009;Aanpassen RWZI Horstermeer (kwaliteit effluent verdergaand verbeteren na evaluatie);P-belasting verlagen;;SGBP2 2015-2021;2015-2021;IM01;;MW;NL11_3_7;NL11_3_7;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;ESF1;uitgevoerd;geen;;;;;54.2;7.7;70;0;nee;nee;Probleempje is, denk ik, dat deze balans gebaseerd is op de huidige waterkwaliteit van Vecht en h'sums kanaal. Daarin zitten de wat oudere maatregelen dus al verdisconteerd.;;;0;mg/m2/dag;;;1;WijdeBlik;2018;LM_20190916;Vecht;;;
175;76576;NL11;V-xx;Beperken fosfaatbelasting rwzi Utrecht (autonoom);P-belasting verlagen;;SGBP2 2015-2021;2015-2021;IM01;Deze maatregel wordt genomen in waterlichaam Vecht, maar heeft ook een positief effect voor Molenpolder en Tienhoven en Wijde Blik. ;MW;NL11_3_7;NL11_3_7;1;n;j;HDSR;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;;Waterschap Amstel Gooi en Vecht;;;;;54.2;7.7;70;0;nee;nee;de vecht verbeterd met 15% (boezemmodel) en 35 van de inlaat is Vecht;;;0.010392532;mg/m2/dag;;;1;WijdeBlik;2021;LM_20190916;Vecht;;;
176;76541;NL11;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;MW;NL11_3_7;NL11_3_7;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;;;;;54.2;7.7;70;0;nee;nee;0;;;0;mg/m2/dag;;NMI, 2019;1;WijdeBlik;2021;LM_20190916;Vecht;;;
177;76516;NL11;91008;Uitvoeren beheermaatregelen oevers Wijde Blik;Oeverstructuur verbeteren;;SGBP2 2015-2021;2015-2021;BE06;;WB;NL11_3_7;NL11_3_7;1;km;j;Natuurmonumenten;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0.5;0.5;0;0;0;0;ESF4;;;;;;0.469439061;54.2;7.7;70;0;nee;nee;;1;;;% van overig ongeschikt;;;1;WijdeBlik;2021;LM_20190916;Vecht;;;
178;76548;NL11;KH-xx;Beperken externe fosfaatbelasting: Kerkelanden in Hilversums kanaal;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;IM12;Deze maatregel wordt uitgevoerd in waterlichaam Kortenhoefse Plassen, maar heeft ook effect voor waterlichaam Wijde Blik: dit is de defos van Kerkelanden en Haven Hilversum (waarschijnlijk beide bronnen gelijktijdig in het kanaal gezuiverd). SGBP2 start het meetplan om te bepalen hoe deze maatregel kan worden uitgevoerd. Uitvoering zal pas in SGBP3 zijn.;MW;NL11_3_7;NL11_3_7;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;1;0;0;0;0;0;ESF1;;geen;;;;0.469439061;54.2;7.7;70;0;nee;nee;defos Kerkelandemn dubbel opgevoerd, regel verwijderen;;;0.1;mg/m2/dag;;;1;WijdeBlik;2027;LM_20190916;Vecht;;;
179;;;;Beperken vaarbeweging in ondiepe zone tot 3 meter.;Scheepvaart reguleren;Uitzoeken. Is dat een huidig of toekomstig probleem? Zijn er aanwijzingen voor, zoals in de Vecht?;SGBP3 2021-2027;2015-2021;;Het is wenselijk dat er niet gevaren wordt boven ondiepe zones in de plas omdat schroeven van schepen vegetatie kunnen vernielen en dit leidt tot opwerveling van bodemdeeltjes en de ontwikkeling van oevers remt door golfslag.;;NL11_3_7;NL11_3_7;;;;Waterschap Amstel Gooi en Vecht;;1;0;0;0;0;0;ESF4;;?;SGBP3;;;0.469439061;54.2;7.7;70;0;nee;nee;;;;;% van overig ongeschikt;;;0;WijdeBlik;2027;LM_20190916;Vecht;;;
180;;;;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven, polder Kortenhoef  (in het zuidwesten zitten nog agrariers).;MW;NL11_3_7;NL11_3_7;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;SGBP3;;;;54.2;7.7;70;0;nee;nee;0;;;0.009712978;mg/m2/dag;;NMI, 2019;0;WijdeBlik;2027;LM_20190916;Vecht;;;
181;;;;Vispassage operationeel beheerinstellingenplan: voorkomen dat er teveel water wordt ingelaten.;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;BR10;;;NL11_3_7;NL11_3_7;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1;;geen;SGBP3;;;0.469439061;54.2;7.7;70;0;nee;nee;0;;;0.01;mg/m2/dag;;;0;WijdeBlik;2027;LM_20190916;Vecht;;;
182;;;;Verbeteren operationeel gebruik terugpompinstallatie: mogelijke pomp met grotere capaciteit nodig.;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;BR10;;;NL11_3_7;NL11_3_7;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1;;geen;SGBP3;;;0.469439061;54.2;7.7;70;0;nee;nee;0;;;0.01;mg/m2/dag;;;0;WijdeBlik;2027;LM_20190916;Vecht;;;
480;;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;Geldt voor alle waterlichamen. ;;NL11_3_7;NL11_3_7;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF4, ESF6;;Gemeente Stichtse Vecht en Wijdemeren, Provincie Noord-Holland en Utrecht;SGBP3;;;;54.2;7.7;70;0;nee;nee;;;;1;1/0;;;0;WijdeBlik;2027;GH_20191205;;;;
183;71326;NL11;91049;Onderzoeken mogelijkheden flexibel peil in Grote Maarsseveense plas;P-belasting verlagen;;SGBP1 2009-2015;2009-2015;S01;Het onderzoeken van de gevolgen van het in de Grote Maarsseveense plas laten fluctueren van het waterpeil op het omliggende oppervlakte- en grondwatersysteem;MW;NL11_3_8;NL11_3_8;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=10000.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;ESF1;;geen;;;;;5.3;50;5;0;nee;nee;;;;;mg/m2/dag;;;1;Grote Maarsseveense plas;2016;LM_20190916;Vecht;;;
184;71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;Natuurvriendelijk onderhouden EMERS;;SGBP1 2009-2015;2009-2015;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_3_8;NL11_3_8;30;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;0;0;325;0;0;0;ESF4;uitgevoerd;geen;;;;;5.3;50;5;0;nee;nee;;;;0;1/0;;;1;Grote Maarsseveense plas;2016;LM_20190916;Vecht;;;
185;;;;Kwaliteitsstuw tussen Kleine Maarsseveense plas en  Maarsseveense zodden;P-belasting verlagen;;SGBP2 2015-2021;2019;IM12;Staat ook bij WL Molenpolder. ;WB;NL11_3_8;NL11_3_8;1;n;?;Waterschap Amstel Gooi en Vecht;;0;0;1;0;0;0;ESF1;uitgevoerd;geen;vastgesteld;;;;5.3;50;5;0;nee;nee;;;;0;mg/m2/dag;;;0;Grote Maarsseveense plas;nvt;LM_20190916;Vecht;;;
186;;;;Stuw tussen Grote plas en Maarsseveense zodden;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;IM12;Automatische stuw/ terugslagklep: water kan wel afvoeren vanaf de plas, maar niet aanvoeren. Vooral in een droge zomer (zoals 2018) komt er veel water in het epilimnion. Het peil kan waarschijnlijk wel uitzakken.;;NL11_3_8;NL11_3_8;1;n;j;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1;;geen;SGBP3;;;0.805279134;5.3;50;5;0;nee;nee;Niet effectief om belasting vanuit inlaatwater of kwel te verminderen, alleen tegen belasting door wind. Belasting door wind lijkt te verwaarlozen op de totale belasting van de plas.;;;0.01;mg/m2/dag;;;0;Grote Maarsseveense plas;2027;LM_20190916;Vecht;;;
187;;;;Tegengaan van nalevering uit de waterbodem;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;IM12;Eerst moet helder worden waar de zuurstofvraag is, waar en hoe dik het bodemmateriaal is. Dit zou door baggeren kunnen, het vastleggen van fosfor aan een sterker bindend medium dan ijzer, zuurstoftoediening.;;NL11_3_8;NL11_3_8;1;n;j;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1;;geen;SGBP3;;;0.805279134;5.3;50;5;0;nee;nee;Niet effectief om belasting vanuit inlaatwater of kwel te verminderen, alleen tegen belasting door wind. Belasting door wind lijkt te verwaarlozen op de totale belasting van de plas.;;;;mg/m2/dag;;;0;Grote Maarsseveense plas;2027;LM_20190916;Vecht;;;
188;;;;Onderzoek beperken interne belasting Grote Maarsseveenseplas (waterbodem);Onderzoek;;SGBP3 2021-2027;2021-2027;IM12;Hier profiteren Ouderkerkerplas en andere diepe plassen ook van: ;;NL11_3_8;NL11_3_8;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1;initiëren;geen;SGBP3;;;;5.3;50;5;0;nee;nee;;;;0;nvt;;;0;Grote Maarsseveense plas;2027;LM_20190916;Vecht;;;
189;;;;Monitoring kwaliteit kwelwater: dit is variabel en wordt beinvloed door humane activiteit.;Onderzoek;;SGBP3 2021-2027;2021-2027;;Afdekken/ voorkomen wegzijging en grondwaterinflux zou een optie kunnen zijn bij het scenario dat de belasting vanuit het grondwater toeneemt. Dit zou consequenties hebben voor de drinkwaterontrekking Groenekan (meer ontrekken zou goed uit kunnen pakken).;;NL11_3_8;NL11_3_8;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1;;geen;SGBP3;;;;5.3;50;5;0;nee;nee;;;;0;nvt;;;0;Grote Maarsseveense plas;2027;LM_20190916;Vecht;;;
190;;;;Eventueel aanleg NVO vooral Noordkant zou talud flauwer kunnen worden;Beschoeiing aanpassen;;SGBP3 2021-2027;2021-2027;;"Dit zou of juist op locaties kunnen waar nu bomen staan of juist in het westen waar je de plas. Beschoeiing bestaat voor het grootste deel uit klampschotten; eenvoudig aan te passen";;NL11_3_8;NL11_3_8;;;;Provincie Utrecht;;0;0;0;0;0;0;ESF4;;Recreatie Midden-Nederland;?;SGBP3;;;5.3;50;5;0;nee;nee;;;2.65;50;% van beschoeid;;;0;Grote Maarsseveense plas;2027;LM_20190916;Vecht;;;
191;;;;Grondwatergestuurd peilbeheer;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;;Soort flexibel peil. Dit hangt af van de evaluatie van de stuw tussen zodden en kl. Plas. Dit moet worden bemeten door te volgen of en wanneer er water wordt in- en afgelaten vanuit de zodden richting de plas. Ook de ecologie in de zodden willen we hoogfrequenter volgen dan nu in de plas.;;NL11_3_8;NL11_3_8;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1;;geen;SGBP3;;;;5.3;50;5;0;nee;nee;;;;;mg/m2/dag;;;0;Grote Maarsseveense plas;2027;LM_20190916;Vecht;;;
192;;;;Aanpassen beheer langs de oever: geen overhangend groen.;Open landschap herstellen;;SGBP3 2021-2027;2021-2027;;Deze maatregel heeft ook invloed op ESF7, organische belasting. Veel bebost is er niet. Parklandschap in stand houden. Beetje opknappen;;NL11_3_8;NL11_3_8;;;;Recreatie Midden-Nederland;;0;0;0;0;0;0;ESF4, ESF7;;Waterschap Amstel Gooi en Vecht;?;;;;5.3;50;5;0;nee;nee;;;0.265;10;% van bebost;;;0;Grote Maarsseveense plas;2027;LM_20190916;Vecht;;;
481;;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;Geldt voor alle waterlichamen. ;;NL11_3_8;NL11_3_8;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF4, ESF6;;Gemeente Stichtse Vecht, Provincie Utrecht;SGBP3;;;;5.3;50;5;0;nee;nee;;;;1;1/0;;;0;Grote Maarsseveense plas;2027;GH_20191205;Vecht;;;
170;71341;NL11;91076;Beperken juveniele ganzen door eieren rapen;Ganzen beheren;;SGBP1 2009-2015;2009-2015;BE08;Het betreft het rapen van eieren om de graas door ganzen en daarmee de belasting van het milieu in het gebied te beperken.Dit is een voortzetting van de maatregel die al in de periode 2007-2009 is uitgevoerd.;MW;NL11_3_9;NL11_3_9;1;n;j;Gemeente Amsterdam;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=3000.00;0;0;1;0;0;0;ESF6;uitgevoerd;;;;;;7.5;7.1;1;0;ja;nee;;;;0;1/0;;;1;Waterleidingplas;2016;LM_20190916;Vecht;;;
193;71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;Natuurvriendelijk onderhouden EMERS;;SGBP1 2009-2015;2009-2015;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_3_9;NL11_3_9;30;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;0;0;325;0;0;0;ESF4;uitgevoerd;geen;;;;;7.5;7.1;1;0;ja;nee;;;;0;1/0;;;1;Waterleidingplas;2016;LM_20190916;Vecht;;;
215;76535;NL11;AMS-x;Beperken juveniele ganzen  (voortzetting);Ganzen beheren;;SGBP2 2015-2021;2015-2021;BE08;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Terra Nova, Loenderveen-Oost en Waterleidingplas. ;MW;NL11_3_9;NL11_3_9;1;n;j;Gemeente Amsterdam;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF6;;;;;;;7.5;7.1;1;0;ja;nee;;;;0;1/0;;;1;Waterleidingplas;2016;;Vecht;;;
427;;;;Beperken juveniele ganzen  (voortzetting);Ganzen beheren;"van de lijst verwijderen; dubbel";SGBP3 2021-2027;2021-2027;BE08;Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;MW;NL11_3_9;NL11_3_9;1;n;;Gemeente Amsterdam;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF6;;;;SGBP3;;;7.5;7.1;1;0;ja;nee;;;;1;1/0;;;0;;2019;;;;;
482;;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;Geldt voor alle waterlichamen. ;;NL11_3_9;NL11_3_9;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF4, ESF6;;Gemeente Wijdemeren, Provincie Noord-Holland;SGBP3;;;;7.5;7.1;1;0;ja;nee;;;;1;1/0;;;0;;2027;GH_20191205;;;;
500;;;;Ganzen beheren, structureel door populatiebeperking;Ganzen beheren;nw versie;SGBP3 2021-2027;2021-2027;BE08;Een maatregel in alle WLen waar een sterke graasdruk op helofyten bestaat. Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;;NL11_3_9;NL11_3_9;;;;Gemeente Amsterdam;;0;0;0;0;0;0;ESF6;;;;SGBP3;;;7.5;7.1;1;0;ja;nee;;;;1;ja/nee;;;0;Waterleidingplas;2027;GH_20191210;;;;
