ident;DBID;Namespace;LokaalID;Naam;Vertaling naar doelen-model;SGBPPeriode.omschrijving;UitvoeringIn;KRWMaatregel.code;Toelichting;KRWMaatregelNiveau.code;HoortbijKRWWaterlichaam;OmvangNumeriekeWaarde;OmvangEenheid.code;OpnameInSGBPJN;Initiatiefnemer.naam;Kosten;Plan;Uitvoering;Uitgevoerd;Gefaseerd;Vervangen;Ingetrokken;esf;afweging;gebiedspartner (gesprekspartner bij financiering, uitvoering of beleid);kosten;totale belasting;totale oeverlengte;belastingreductie opmerking;omvang tov balansen 2018, ecologische toestand t/m 2017;eenheid;EKR;litteratuurverwijzing;wkp;WL_naam;Effect verwacht vanaf;aangepast;gebiedsteam;;;
397;71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;;SGBP1 2009-2015;2009-2015;BE03;Een gebiedsbrede maatregel in alle waterlichamen.;MW;NL11_8_2;325;km;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;0;0;325;0;0;0;ESF4;uitgevoerd;Uitvoering intern;;;200.1934742;;30.02902112;ha;;;1;Tussenboezemb;2016;LM_20190916;Amstel;;;
398;76541;NL11;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;p;SGBP2 2015-2021;2015-2021;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;MW;NL11_8_2;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;;33.38;200.1934742;0;0.141605822;mg/m2/dag;;NMI, 2019;1;Tussenboezemb;2021;LM_20190916;Amstel;;;
399;76529;NL11;91103;Omleiden / scheiden waterstromen Amstellandboezem;p;SGBP2 2015-2021;2015-2021;IN02;Voorheen: Aanleggen schoonwaterkering Kromme Mijdrecht. Deze maatregel wordt genomen in de Amstellandboezem, maar heeft ook positief effect voor Vaarten Zevenhoven en Tussenboezem Vinkeveen a en b. ;MW;NL11_8_2;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;1;0;0;0;0;0;ESF1;;;;33.38;200.1934742;concentratie in de Kromme Mijdrecht vier keer zo laag in de zomer;2.046955654;mg/m2/dag;;;1;Tussenboezemb;2021;LM_20190916;Amstel;;;
400;;;;Viswerende maatregelen.;abb;SGBP3 2021-2027;2021-2027;IN20;Om oeverafkalving te voorkomen en herstel van oevervegetatie te bevorderen. Deze maatregel heeft ook invloed op ESF2, lichtklimaat.;;NL11_8_2;2;n;j;Waterschap Amstel Gooi en Vecht ;;0;0;0;0;0;0;ESF1, ESF2;;;;6.953112003;200.1934742;;?;;;;0;Tussenboezemb;2027;LM_20190916;Amstel;;;
401;;;;Maatregelen landbouw om oeverafkalving tegen te gaan.;areaal beter;SGBP3 2021-2027;2021-2027;;Bijvoorbeeld bufferzones en slootranden met wortelende vegetatie. Deze maatregel heeft ook invloed op ESF3, productiviteit bodem en ESF4, habitatgeschiktheid.;;NL11_8_2;;n;j;Waterschap Amstel Gooi en Vecht ;;0;0;0;0;0;0;ESF1, ESF4;;eigenaren agrariers;;;200.1934742;;;;;;;;2027;LM_20190916;Amstel;;;
402;;;;Verdiepen watergangen tot 35 cm.;p;SGBP3 2021-2027;2021-2027;IN12;Alleen bovenwettelijk is DAW. Deze maatregel moet worden uitgevoerd in het gehele gebied. Voordat de maatregel kan worden doorgevoerd moeten bronnen van baggeraanwas en de snelheid waarmee er opnieuw bagger ontstaat  onvoldoende bekend zijn. Zonder viswerende maatregelen is baggeren niet zinvol.;;NL11_8_2;3;n;j;Waterschap Amstel Gooi en Vecht ;opzoeken;0;0;0;0;0;0;ESF4;bestuurlijke keuze;intern, bestuurlijke keuze;;4.314694103;200.1934742;opmerking voor pbl: diepte is een primaire voorwaarde, zonder verdieping geen ecologie (werkt als een extra P-sink, en een beter temperatuurklimaat);0;mg/m2/dag;;;0;Tussenboezemb;2027;LM_20190916;Amstel;;;
403;;;;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2;p;SGBP3 2021-2027;2021-2027;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, Tussenboezem Vinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven.;MW;NL11_8_2;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;;33.38;200.1934742;0;0.141605822;mg/m2/dag;;NMI, 2019;0;Tussenboezemb;2027;LM_20190916;Amstel;;;
404;;;;Bezanden watergangen om nalevering uit de bodem te voorkomen.;baggeren;SGBP3 2021-2027;2021-2027;IN12;Dit is alleen zinvol als visbiomassa voldoende laag is en de watergangen op diepte (>35 cm) zijn.;;NL11_8_2;3;n;j;Waterschap Amstel Gooi en Vecht ;;0;0;0;0;0;0;ESF4;;;;4.314694103;200.1934742;opmerking voor pbl: diepte is een primaire voorwaarde, zonder verdieping geen ecologie (werkt als een extra P-sink, en een beter temperatuurklimaat);0;mg/m2/dag;;;0;Tussenboezemb;2027;LM_20190916;Amstel;;;
405;;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud.;areaal beter;SGBP3 2021-2027;2021-2027;BR01;Ook communicatie richting omwonende zou helpen om de beeldvorming over natuurwaarden.;;NL11_2_2;;;;Waterschap Amstel Gooi en Vecht ;opzoeken;0;0;0;0;0;0;ESF4;stimuleren;Gemeenten Gooi en vechtstreek;;;159.8161379;opmerking voor pbl: belasting op waterlichaam blijft gelijk, maar door omkeren stroomrichting wordt het zuidelijk deel veel lager belast, waardoor daar de ecol. toestand verbetert;0;mg/m2/dag;;;;VaartenVechtstreek;2027;LM_20190916;Vecht;;;
406;;;;KRW baggeren in Bussum (iig bussumervaart, mogelijk meer precisiebaggeren voedselrijke watergangen);baggeren;SGBP3 2021-2027;2021-2027;BE04;Er wordt eerst geraamd wat het bezanden van het water kost, voordat er een beslissing wordt gemaakt over baggeren. Er zou eerst een gemeenschappelijke model van water en stofstromen moeten komen, en meer monitoring van vegetatie. Uit deze monitoring en analyse moet blijken of de externe belasting voldoende laag is voor ecologisch herstel. Als dit niet zo is heeft baggeren weinig zin. De Bussumervaart en het mouwtje worden (waarschijnlijk) in 2020 gebaggerd tot op grotere diepte dan onderhoudsdiepte: de sliblaag op diepte is hier ook voedselrijk, dus een deel willen we afdekken met zand. Dit is een mooie pilot om te evalueren hoe snel er weer bagger wordt gevormt. De maatregel blijkt echter disproportioneel duur te zijn: Voor een relatief kleine ecologische winst is een maatregel van XX miljoen voorgesteld. Deze maatregel heeft ook invloed op ESF3, productiviteit bodem.;;NL11_2_2;3;n;j;Waterschap Amstel Gooi en Vecht ;opzoeken;0;0;0;0;0;0;ESF1, ESF3, ESF8;de kosten zijn disproportioneel;gemeente;;;159.8161379;;10;ha;;;;VaartenVechtstreek;2027;LM_20190916;Vecht;;;
407;;;;Vispasseerbaar maken van sluizen, gemalen en stuwen;;SGBP3 2021-2027;2021-2027;;Visveilige pomp in de Noordsluis;;NL11_2_2;;;;Waterschap Amstel Gooi en Vecht ;;0;0;0;0;0;0;ESF5;;;;;159.8161379;;;;;;;VaartenVechtstreek;2027;LM_20191017;;;;
408;;;;Belasting vanuit verhard oppervlak reduceren in EAG 4 en 5 ;;SGBP3 2021-2027;2021-2027;;"Staat in fiche provincie Utrecht is dit een maatregel van gemeente Wijdemeren? Of is dit hetzelfde als ""Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken in EAG4""?";;NL11_6_4;;;;Provincie Utrecht;;0;0;0;0;0;0;ESF1;;;;2.115472296;269.0867886;;;;;;;Kortenhoefseplassen;2027;LM_20191017;;;;
409;;;;"Herstelbeheer: plaggen of uitmijnen van graslanden; maaien veenmosrietlanden, hakhoutbeheer, petgaten opentrekken**";;SGBP3 2021-2027;2021-2027;;"hier is al financiele dekking voor. Of is dit hetzelfde als ""Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken in EAG4""?";;NL11_6_4;;;;Provincie Utrecht of Natuurmonumenten?;;0;0;0;0;0;0;ESF1;;;;2.115472296;269.0867886;;;;;;;Kortenhoefseplassen;2027;LM_20191017;;;;
410;;;;Het optimaal benutten van kwelwater door afplaggen, verlanding in sloten, het graven van petgaten en doorvoeren van kwelwater in EAG4 en EAG5 kan een bijdrage leveren aan de buffering van het systeem EAG3 en EAG5 omdat het water uit EAG4 richting EAG3 stroomt.;;SGBP3 2021-2027;2021-2027;;hier is al financiele dekking voor. Ook opnemen voor KRW waterlichaam of is dit vooral voor EAG4?;;NL11_6_4;;;;Provincie Utrecht;;0;0;0;0;0;0;ESF4;;;;2.115472296;269.0867886;;;;;;;Kortenhoefseplassen;2027;LM_20191017;;;;
411;;;;Aanleg rietoevers in zuidelijk deel petgaten EAG5;;SGBP3 2021-2027;2021-2027;;Dit is ook voor het bevorderen vogeldoelstellingen N2000.;;NL11_6_4;;;;Provincie Utrecht;;0;0;0;0;0;0;ESF4;;;;2.115472296;269.0867886;;;;;;;Kortenhoefseplassen;2027;LM_20191017;;;;
412;;;;Verminderen drinkwaterwinning, verharding en drainage door riolering op de Heuvelrug;;SGBP3 2021-2027;2021-2027;;Er is al fincanciele dekking voor onderzoek (en dit is uitgevoerd?) naar reductie DW winning Loosdrecht door de provincie Utrecht: Conclusie is dat er geen reductie mogelijk is. Toch kan de reductie wel bijdragen aan het behalen van KRW doelen. Nemen we deze maatregel op en mee in de doelafleiding?;;NL11_6_4;;;;Provincie Utrecht;;0;0;0;0;0;0;ESF1;;;;2.115472296;269.0867886;;;;;;;Kortenhoefseplassen;2027;LM_20191017;;;;
413;;;;Natuurvriendelijke oevers en moerasterein langs de N201?;;SGBP3 2021-2027;2021-2027;;Wordt bij de aanleg rekening gehouden met bescherming tegen ganzenvraat?;;NL11_6_4;;;;Provincie Utrecht;;0;0;0;0;0;0;ESF4;;;;2.115472296;269.0867886;;;;;;;Kortenhoefseplassen;2027;LM_20191017;;;;
414;;;;Verplaatsen lozingspunt rioolwaterzuivering Utrecht van de Vecht naar het Amsterdam Rijnkanaal t.b.v. Trilvenen, Veenmosrietland en Blauwgrasland.  (bron PAS maatregelen in fiche Provincie Utrecht)         ;;SGBP3 2021-2027;2021-2027;;hier is al financiele dekking voor;;NL11_6_4;;;;Provincie Utrecht;;0;0;0;0;0;0;ESF1;;;;2.115472296;269.0867886;;;;;;;Kortenhoefseplassen;2027;LM_20191017;;;;
415;;;;Intensivering van rietbeheer langs de oevers van alle plassen.;;SGBP3 2021-2027;2021-2027;;"Het gaat hier zowel om een eenmalige investering (aanbrengen bescherming tegen graas, verwijderen en afvoeren van bomen, infrastructurele aanpassingen zoals het aanleggen van een loswal en aanschaf boten) als om een uitbreiding van de stucturele financiering (SNL geld) voor een intensivering van het beheer en onderhoud, zodat hout beter verwijderd kan worden en takken kunnen worden afgevoerd.
Natuurmonumenten werkt uit waar het van belang is rietoevers te herstellen en verbeteren, waar kansrijke locaties liggen (daar waar de graasdruk niet te groot is en legakkers stevig genoeg zijn), waar infrastructurele maatregelen nodig zijn en schat de kosten van investeringen en structureel geintensiveerd rietbeheer.";;NL11_6_4;;;;Provincie Utrecht?;;0;0;0;0;0;0;ESF4;;Natuurmonumenten;;2.115472296;269.0867886;;;;;;;Kortenhoefseplassen;2027;LM_20191017;;;;
416;;;;Intensivering van rietbeheer langs de oevers van alle plassen.;;SGBP3 2021-2027;2021-2027;;"Het gaat hier zowel om een eenmalige investering (aanbrengen bescherming tegen graas, verwijderen en afvoeren van bomen, infrastructurele aanpassingen zoals het aanleggen van een loswal en aanschaf boten) als om een uitbreiding van de stucturele financiering (SNL geld) voor een intensivering van het beheer en onderhoud, zodat hout beter verwijderd kan worden en takken kunnen worden afgevoerd.
Natuurmonumenten werkt uit waar het van belang is rietoevers te herstellen en verbeteren, waar kansrijke locaties liggen (daar waar de graasdruk niet te groot is en legakkers stevig genoeg zijn), waar infrastructurele maatregelen nodig zijn en schat de kosten van investeringen en structureel geintensiveerd rietbeheer.";;NL11_6_2;;;;Provincie Utrecht?;;0;0;0;0;0;0;ESF4;;Natuurmonumenten;;;;;;;;;;;2027;LM_20191017;;;;
417;;;;Intensivering van rietbeheer langs de oevers van alle plassen.;;SGBP3 2021-2027;2021-2027;;"Het gaat hier zowel om een eenmalige investering (aanbrengen bescherming tegen graas, verwijderen en afvoeren van bomen, infrastructurele aanpassingen zoals het aanleggen van een loswal en aanschaf boten) als om een uitbreiding van de stucturele financiering (SNL geld) voor een intensivering van het beheer en onderhoud, zodat hout beter verwijderd kan worden en takken kunnen worden afgevoerd.
Natuurmonumenten werkt uit waar het van belang is rietoevers te herstellen en verbeteren, waar kansrijke locaties liggen (daar waar de graasdruk niet te groot is en legakkers stevig genoeg zijn), waar infrastructurele maatregelen nodig zijn en schat de kosten van investeringen en structureel geintensiveerd rietbeheer.";;NL11_6_3;;;;Provincie Utrecht?;;0;0;0;0;0;0;ESF4;;Natuurmonumenten;;;;;;;;;;;2027;LM_20191017;;;;
418;;;;Luwtestructuren: Legakkerherstel in EAG  om de strijklengte te verkorten en geschikt habitat voor riet te creeeren.;;SGBP3 2021-2027;2021-2027;;Dit is een maatregel vergelijkbaar met de luwtestructuren.;;NL11_6_2;;;;?;;0;0;0;0;0;0;ESF1, ESF4;;Natuurmonumenten;;;;;;;;;;;;;;;;
419;;;;Baggeren en aanbrengen voedselarme en slecht doorlatende bodem in het gebied ten zuiden van het Bergse pad (EAG 2).;areaal beter;SGBP3 2021-2027;2021-2027;BE06;Dit om de voedselrijke waterbodem te verwijderen en wegzijging te verminderen. Een risico is dat de huidige woekernde waterplanten verdwijenen en daarmee een hydrofytenfilter verdwijnd. Deze maatregel kan daarom alleen worden uitgevoerd als er geen voedselrijk water meer uit de achterliggende polder richting EAG2 kan stromen.;WB;NL11_6_3;;;;Natuurmonumenten;;0;0;0;0;0;0;ESF1, ESF3;concept;Natuurmonumenten;;;78.77909067;;1.6185;ha;;;;Stichts Ankeveen;2027;LM_20190916;Vecht;;;
420;;;;Verminderen drinkwaterwinning, verharding en drainage door riolering op de Heuvelrug;;SGBP3 2021-2027;2021-2027;;Er is al fincanciele dekking voor onderzoek (en dit is uitgevoerd?) naar reductie DW winning Loosdrecht door de provincie Utrecht: Conclusie is dat er geen reductie mogelijk is. Toch kan de reductie wel bijdragen aan het behalen van KRW doelen. Nemen we deze maatregel op en mee in de doelafleiding?;;NL11_5_1;;;;Provincie Utrecht;;0;0;0;0;0;0;ESF1;;;;0.553;351.1334616;;;;;;;Loosdrechtseplassen;2027;LM_20191017;Vecht;;;
421;;;;Verminderen drinkwaterwinning, verharding en drainage door riolering op de Heuvelrug;;SGBP3 2021-2027;2021-2027;;Er is al fincanciele dekking voor onderzoek (en dit is uitgevoerd?) naar reductie DW winning Loosdrecht door de provincie Utrecht: Conclusie is dat er geen reductie mogelijk is. Toch kan de reductie wel bijdragen aan het behalen van KRW doelen. Nemen we deze maatregel op en mee in de doelafleiding?;;NL11_6_5;;;;Provincie Utrecht;;0;0;0;0;0;0;ESF1;;;;2.115472296;370.5002814;;;;;;;MolenpolderTienhove;2027;LM_20191017;Vecht;;;
422;;;;Aanleggen van schiereilanden en legakkers in de Breukeleveense plas;;SGBP3 2021-2027;2021-2027;;Zou dit een alternatieve maatregel voor de natuureilanden in het gebiedsakkoord kunnen worden? Voorstel van NMM. Er wordt ook gekeken of permanente structuren geschikt zijn als nieuw ondiep areaal voor de ontwikkeling van waterriet (oevers). Dit is van groot belang voor de vogeldoelstellingen in dit gebied. Bij aanleg van oevers is een flauw talud van 1:15 van belang voor een goede ontwikkeling. De huidige taluds van 1:5 zijn vaak veel te steil.;;NL11_5_1;;;;?;;0;0;0;0;0;0;ESF4;;;;0.553;351.1334616;;;;;;;Loosdrechtseplassen;2027;LM_20191017;Vecht;;;
423;;;;Beperken fosfaatbelasting in ster en zodden (achterland van Loosdrecht);p;SGBP3 2021-2027;2021-2027;IM12;Door te stoppen met bemesten op NNN gronden, geen bemesting (of stoppen met opvullen van plaatsingsruimte) buiten NNN, aankoop  nieuwe NNN. Door te plaggen en overige maatregelen die percelen uit kunnen mijnen.;WB;NL11_5_1;;;;Provincie Utrecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF1;;;;0.553;351.1334616;kwart van achterland;0.05525;mg/m2/dag;;;;Loosdrechtseplassen;nvt;LM_20190916;Vecht;;;
424;;;;Beperken juveniele ganzen  (voortzetting);areaal beter;SGBP3 2021-2027;2021-2027;BE08;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Terra Nova, Loenderveen-Oost en Waterleidingplas. ;MW;NL11_5_3;1;n;j;Amsterdam;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF4;;;;;9.499260324;;?;;;;;Loenderveenoost;2027;LM_20190916;Vecht;;;
425;;;;Bestrijden van ganzen ;areaal beter;SGBP3 2021-2027;2021-2027;;Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;;NL11_6_4;;;;?;;0;0;0;0;0;0;ESF6;;;;;;;;;;;;;;;;;;
426;;;;Bestrijden van ganzen ;areaal beter;SGBP3 2021-2027;2021-2027;;Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;;NL11_6_5;;;;?;;0;0;0;0;0;0;ESF6;;;;;;;;;;;;;;;;;;
427;;;;Beperken juveniele ganzen  (voortzetting);areaal beter;SGBP3 2021-2027;2021-2027;BE08;Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;MW;NL11_3_9;1;n;;Amsterdam;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF6;;;;;;;;;;;;;;;;;;
428;;;;Beperken juveniele ganzen  (voortzetting);areaal beter;SGBP3 2021-2027;2021-2027;BE08;Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;MW;NL11_5_4;1;n;;Amsterdam;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF6;;;;;;;;;;;;;;;;;;
429;;;;Beperken fosfaatbelasting in ster en zodden  (achterland van Loosdrecht);p;SGBP3 2021-2027;2021-2027;IM12;Herinrihtingsplan provincie: Door te stoppen met bemesten op NNN gronden, geen bemesting (of stoppen met opvullen van plaatsingsruimte) buiten NNN, aankoop  nieuwe NNN.;WB;NL11_6_1;;;;Provincie Utrecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF1;;;;0.553;331.4394787;;;;;;;;;;;;;
;;;;Verwijderen boom-, struik- en groenopslag langs de oevers;p;SGBP3 2021-2027;2021-2027;BE06;Wanneer oevers goed onderhouden worden (geen tuinafval, geen bomen, voorkomen overmatige ganzenvraat) dan beschermen de oeverplanten legakkers en eilanden tegen afkalving en is vervanging van dure beschoeiingen niet nodig. Oevers die, door een lange strijklengte te lijden hebben van intensieve golfslag, zijn gebaat bij de aanleg van een golfbreker. Deze kan bestaan uit een balk of plank op de waterlijn, op enkele meters van de oever. Deze maatregel heeft ook invloed op ESF4, habitatgeschiktheid.;;NL11_3_4;;;;Waterschap Amstel Gooi en Vecht ;opzoeken;0;0;0;0;0;0;ESF2, ESF4;stimuleren;Gemeente, plassenschap;;;296.9020862;;;;;;;Vinkeveenseplassen;2027;LM_20190916;Amstel;;;
;;;;Stimuleren aanleg emerse vegetatie op verzonken legakkers;;SGBP3 2021-2027;2021-2027;;In de VVP zijn veel legakkers onder water verdwenen. Een deel van deze verzonken legakkers kan, bv met grond van andere verzonken legakkers worden opgehoogd en ingeplant met oeverplanten. Tijdelijke bescherming tegen ganzenvraat en golfslag is voor een goede ontwikkeling noodzakelijk. Maaibeheer moet voorkomen dat er op termijn bomen gaan groeien, waardoor de oevervegetatie verdwijnt en de legakker weer afkalft. Ook hier zou het waterschap een stimuleringsregeling voor in het leven kunnen roepen.;;NL11_3_4;;;;;;0;0;0;0;0;0;ESF4;;Gemeente, plassenschap;;;296.9020862;;;;;;;Vinkeveenseplassen;2027;LM_20190916;Amstel;;;
