koppelnummer;DBID;Namespace;HoortbijKRWWaterlichaam2021;HoortbijKRWWaterlichaamNaam2021;LokaalID;Naam;SGBPPeriode.omschrijving;UitvoeringIn;Toelichting;KRWMaatregel.code;KRWMaatregelNiveau.code;KRWStroomgebiedDistrict.code;OmvangNumeriekeWaarde;OmvangEenheid.code;OpnameInSGBPJN;Initiatiefnemer.code;Initiatiefnemer.naam;Initiatiefnemer.waternet;EUFonds.code;Kosten;RelatieMetNatura2000Gebied;RelatieMetWaterwinning;KTM.Code;KTM.omschrijving;Kwaliteitselementen;Plan;Uitvoering;Uitgevoerd;Gefaseerd;Vervangen;Ingetrokken;Investeringskosten;beheerEnOnderhoudsKosten;interneKosten;Type maatregel voor doelen-model;Opmerkingen GtH;afweging;gebiedspartner (gesprekspartner bij financiering, uitvoering of beleid);Bestuur AGV;Bestuur andere overheid;Contactpersonen;esf;OmvangWaternet;eenheid;litteratuurverwijzing;wkp;Effect verwacht vanaf;HoortbijKRWWaterlichaam_oud;aangepast
202;;NL11;NL11_6_8;Hilversums Kanaal;;Riooloverstort in 'achter de Kerk' saneren / overstortfrequentie verlagen;SGBP3 2021-2027;2021-2027;Staat in GRP Wijdemeren en de fiche van provincie Noord-Holland.;IM06;WB;;;n;;;Gemeente;Gemeente Wijdemeren;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;expert judgement: voor het gehele waterlichaam is effect waarschijnlijk klein voor Hilversumskanaal nu niet opgenomen in balans.;opnemen N2000 beheerplan: bestuurlijke keuze;Waterschap Amstel Gooi en Vecht;;N2000-beheerplan;Toon van den Boer;ESF1;0.001;mg/m2/dag;;0;2027;NL11_6_4;LM_20190916
200;;NL11;NL11_6_8;Hilversums Kanaal;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud van watergangen;SGBP3 2021-2027;2021-2027;De KEUR zou gebiedsspecifiek moeten toelaten dat watergangen minder frequent of niet worden geschoond, om flora en fauna te sparen in poldersloten of om verlanding toe te laten in natuurgebieden. De invulling hiervan wordt uitgewerkt in het beheer en onderhoudsprogramma van AGV. Bij vervangen van beschoeiing moet vegetatie zoveel mogelijk worden gespaard.;S06;MA;;;n;;;Waterschap;Waterschap Amstel Gooi en Vecht;;geen investering maar operationele kosten;;;;;Macrofauna_Overige Waterflora_Vis;0;1;0;0;0;0;;;voor planadvies, jurist, verwerken KEUR;Instrumentele maatregel;;bestuurlijk vastgesteld;Gemeente Hilversum, Stichtse Vecht en Wijdemeren, Provincie Noord-Holland en Utrecht;Beheer en onderhoudsprogramma;;;ESF4, ESF6;1;1/0;;0;2027;NL11_6_4;GH_20191205
63;71374;NL11;NL11_6_2;Hollands Ankeveense plassen;HAP-xx;Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, baggeren waterbodem;SGBP1 2009-2015;2009-2015;Het gaat om het baggeren van de waterbodem in het gehele plassengebied, door Natuurmonumenten als onderdeel van hun LIFE-subsidiecontract met de EU uitgevoerd.Deze maatregel vervangt twee eerder opgevoerde KRW-maatregelen:- Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, fase 1 - effect 2 (code 91144)en - Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, fase 2 - effect 2 (code 91140)De uitvoering van de maatregel loopt overeenkomstig de duur van het subsidiecontract van 2013 tot en met 2018.;BE04;WB;;120000;m3;j;;Geen overheid;Natuurmonumenten;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;NL_VOG_95;;KTM4;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;120000;0;0;;;;Baggeren;;gefaseerd;Waterschap Amstel Gooi en Vecht;;;;ESF3;0;% van overig ongeschikt;;1;nvt;NL11_6_2;LM_20190916
66;71372;NL11;NL11_6_2;Hollands Ankeveense plassen;91156;Stoppen bemesten van gronden van NM met kortlopende overeenkomsten;SGBP1 2009-2015;2009-2015;"De oorspronkelijke kwantitatieve doelstelling van de maatregel was het uitvoeren van de beheermaatregel op 154 hectare in het plassengebied opgedeeld in:•	Het stoppen van bemesten op 30 hectare in het gebied van Hollands Ankeveense plas•	Het stoppen van bemesten op 55 hectare in het gebied van Stichts Ankeveense plas•	Het stoppen van bemesten op 69 hectare in het gebied van de Kortenhoefse plassen";IM08;MW;;0.0001;km;j;;Geen overheid;Natuurmonumenten;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=27900.00;NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0.0001;0;0;;;;P-belasting verlagen;;gefaseerd;;;;;ESF1;0;mg/m2/dag;;1;nvt;NL11_6_2;LM_20190916
88;71395;NL11;NL11_6_2;Hollands Ankeveense plassen;;Vispasseerbaar maken sluizen, gemalen en stuwen - fase 1;SGBP1 2009-2015;2009-2015;2-zijdig: visvriendelijke pompen en aparte intrekmogelijkheid naar polder. Hier moeten de instellingen nog worden aangepast om massale intrek van brasem te voorkomen.;;MW;;;;;;Waterschap;Waterschap Amstel Gooi en Vecht;;;#N/B;;;;Vis;0;0;1;0;0;0;;;;Vis;;uitgevoerd;Natuurmonumenten;;;;ESF5;0;nvt;;1;nvt;NL11_6_2;LM_20191017
92;71366;NL11;NL11_6_2;Hollands Ankeveense plassen;91144;Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, fase 1 - effect 2;SGBP1 2009-2015;2009-2015;Het baggeren in de petgaten oost- en westzijde van hoofdwatergang.De maatregel is in het kader van het LIFE-subsidiecontract tussen Natuurmonumenten en de EU in de tijd naar voren getrokken en wordt in samenhang met de maatregel Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, fase 2 - effect 2 uitgevoerd.De uitvoering van de maatregel loopt overeenkomstig de duur van het subsidiecontract van 2013 tot en met 2018.;BE04;WB;;2600;m3;j;;Geen overheid;Natuurmonumenten;;Investering per planperiode=122000.00|Beheer en Onderhoud per planperiode=0.00;NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;2600;0;;;;Baggeren;;vervangen;Waterschap Amstel Gooi en Vecht;;;;ESF3;0;% van overig ongeschikt;;1;nvt;NL11_6_2;LM_20190916
277;71365;NL11;NL11_6_2;Hollands Ankeveense plassen;91140;Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, fase 2 - effect 2;SGBP1 2009-2015;2009-2015;Het baggeren in westhoek van de grote plas.De maatregel is in het kader van het LIFE-subsidiecontract tussen Natuurmonumenten en de EU in de tijd naar voren getrokken en wordt in samenhang met de maatregel Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, fase 1 - effect 2 uitgevoerd. De uitvoering van de maatregel loopt overeenkomstig de duur van het subsidiecontract van 2013 tot en met 2018.;BE04;WB;;120000;m3;j;;Geen overheid;Natuurmonumenten;;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=1092000.00;NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;120000;0;;;;Baggeren;;vervangen;Waterschap Amstel Gooi en Vecht;;;;ESF3;0;% van overig ongeschikt;;1;nvt;NL11_6_2;LM_20190916
407;71364;NL11;NL11_6_2;Hollands Ankeveense plassen;91139;Graven nieuwe petgaten in achterland HAP;SGBP1 2009-2015;2009-2015;;IN08;WB;;7;km;n;;Geen overheid;Natuurmonumenten;;Investering per planperiode=850000.00|Beheer en Onderhoud per planperiode=0.00;NL_VOG_95;;;;;0;0;7;0;0;0;;;;Niet relevant;;uitgevoerd;;;;;ESF4;0;nvt;;1;2016;NL11_6_2;LM_20190916
409;71380;NL11;NL11_6_2;Hollands Ankeveense plassen;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;SGBP1 2009-2015;2009-2015;Een gebiedsbrede maatregel in alle waterlichamen;BE03;MW;;30;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;;;;;Macrofauna_Overige Waterflora_Vis;0;0;325;0;0;0;;;;Natuurvriendelijk onderhouden EMERS;;uitgevoerd;geen;;;;ESF4;0;1/0;;1;2016;NL11_6_2;LM_20190916
411;71367;NL11;NL11_6_2;Hollands Ankeveense plassen;91145;Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, fase 1 - effect 1;SGBP1 2009-2015;2009-2015;De maatregel betreft het verwijderen van boom- en groenopslag langs watergangen in het legakkergebied van het centrale deel van de plas en rondom de petgaten.De maatregel wordt als onderdeel van één maatregelpakket met:- Uitvoeren herstel- en inrichtingsmaatregelen Kortenhoefse plassen, fase 1 - effect 1,- Uitvoeren herstel- en inrichtingsmaatregelen Stichts Ankeveense plassenen- Uitvoeren herstel- en inrichtingsmaatregelen Tienhovense plassendoor Natuurmonumenten in het kader haar LIFE-subsidiecontract met de EU uitgevoerd.De uitvoering van de maatregel loopt overeenkomstig de duur van het subsidiecontract van 2013 tot en met 2018.;BE02;WB;;5.49;km;j;;Geen overheid;Natuurmonumenten;;Beheer en Onderhoud per planperiode=13300.00|Investering per planperiode=0.00;NL_VOG_95;;NL_KTM6A;;Macrofauna_Overige Waterflora_Vis;0;0;5.49;0;0;0;;;;Open landschap herstellen;;uitgevoerd;;;;;ESF4;0;% van bebost;;1;2016;NL11_6_2;LM_20190916
393;76545;NL11;NL11_6_2;Hollands Ankeveense plassen;HAP-xx;Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, baggeren waterbodem;SGBP2 2015-2021;2015-2021;"Het gaat om het baggeren van de waterbodem in het gehele plassengebied, door Natuurmonumenten als onderdeel van hun LIFE-subsidiecontract met de EU uitgevoerd.Deze maatregel vervangt twee eerder opgevoerde KRW-maatregelen:- Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, fase 1 - effect 2 (code 91144)en - Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, fase 2 - effect 2 (code 91140)De uitvoering van de maatregel loopt overeenkomstig de duur van het subsidiecontract van 2013 tot en met 2018.
Effect: nihil";BE04;WB;;120000;m3;j;;Geen overheid;Natuurmonumenten;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;NL_VOG_95;;KTM4;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;120000;0;0;0;;;;Baggeren;;uitgevoerd;Waterschap Amstel Gooi en Vecht;;;;ESF3;0;% van overig ongeschikt;;1;2021;NL11_6_2;LM_20190916
415;76544;NL11;NL11_6_2;Hollands Ankeveense plassen;HAP-x;Omleiden waterstroom vanuit achterland Hollands Ankeveense Plassen;SGBP2 2015-2021;2015-2021;Het gaat om het afkoppelen van het achterland, waarbij het neerslagoverschot via een nieuw gemaal direct op de 's Gravenlandse vaart. Deze maatregel heeft ook invloed op ESF8, toxiciteit.;IN02;WB;;1;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;NL_HAB_95|NL_VOG_95;;KTM7;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;1;0;0;0;0;;;;P-belasting verlagen;;in uitvoering;geen;WGP NVP;;;ESF1, ESF8;1.2;mg/m2/dag;;1;2021;NL11_6_2;LM_20190916
416;76546;NL11;NL11_6_2;Hollands Ankeveense plassen;HAP-xxx;Uitvoeren herstel- en inrichtingsmaatregelen Holl. Ank. plassen, baggeren waterbodem (extra);SGBP2 2015-2021;2015-2021;Aanvulling op de oorspronkelijke maatregel (120.000m3): Er is meer gebaggerd omdat is gebleken dat de bagger fosfaatrijk is. ;BE04;WB;;60000;m3;n;;Geen overheid;Natuurmonumenten;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;NL_HAB_95|NL_VOG_95;;KTM4;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;60000;0;0;0;;;;Baggeren;naar P-maatregel: in 2013 leverde de waterbodem niet na, wel in EAG 5 maar daar is niet gebaggerd;uitgevoerd;Waterschap Amstel Gooi en Vecht;;;;ESF3;0;% van overig ongeschikt;;1;2021;NL11_6_2;LM_20190916
418;76532;NL11;NL11_6_2;Hollands Ankeveense plassen;91145;Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, fase 1 - effect 1;SGBP2 2015-2021;2015-2021;De maatregel betreft het verwijderen van boom- en groenopslag langs watergangen in het legakkergebied van het centrale deel van de plas en rondom de petgaten.De maatregel wordt als onderdeel van één maatregelpakket (C10) door Natuurmonumenten uitgevoerd in het kader haar LIFE-subsidiecontract met de EU.De uitvoering van de maatregel loopt overeenkomstig de duur van het subsidiecontract van 2013 tot en met 2018.;BE02;WB;;5.49;km;j;;Geen overheid;Natuurmonumenten;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;NL_VOG_95;;NL_KTM6A;;Macrofauna_Overige Waterflora_Vis;0;0;5.49;0;0;0;;;;Open landschap herstellen;;uitgevoerd;;;;;ESF2;12.41;% van bebost;;1;2021;NL11_6_2;LM_20190916
640;;NL11;NL11_6_2;Hollands Ankeveense plassen;;Kleinere maximumhoeveelheid toestaan voor het onttrekken en lozen van water aan of op oppervlaktewateren;SGBP3 2021-2027;2021-2027;Zonder vergunning of melding maximaal 500 m³ (500.000 liter) water per uur uit boezemwater halen. Dit zijn rivieren of kanalen die hoger liggen dan het land achter de dijk. Voor wateren zoals grachten en ander water in de stad geldt een maximum van 120 m³ per uur. Nabij (in hetzelfde peilvak) diepe plassen en kleine ondiepe plassen willen we ontrekkingen zoveel mogelijk voorkomen, door een altervnatieve locatie te zoeken in een ander peilvak. Kan het niet anders dan is een maximum van 20 m³ per uur (dit is nog steeds een vergelijkbare hoeveelheid als het inlaatdebiet van b.v. de Gaasperplas) toegestaan.;G04;MW;;;-;;;Waterschap;Waterschap Amstel Gooi en Vecht;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;Instrumentele maatregel;niet meegenomen in doelafleiding;aanpassen beleid KEUR: bestuurlijke keuze;Waterschap Amstel Gooi en Vecht;SGBP3;;;ESF1;0;mg/m2/dag;;0;2027;;LM_20200318
204;;NL11;NL11_6_2;Hollands Ankeveense plassen;;Baggeren, bezanden of ijzersuppletie;SGBP3 2021-2027;2021-2027;Er is sprake van nalevering uit de waterbodem en de waterbodem is in de noordelijke petgaten redelijk voedselrijk. Baggeren is echter kostbaar en leidt mogelijk tot een tijdelijke verslechtering en een onwenselijk baggerdepot. Deze maatregel heeft ook invloed op ESF3, productiviteit waterbodem. Effect nog niet duidelijk. ;BE04;WB;;;m3;;;Geen overheid;Natuurmonumenten;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;faseren tot andere maatregelen zijn uitgevoerd;Waterschap Amstel Gooi en Vecht, Provincie Noord-Holland;SGBP3;;;ESF1, ESF3;0;mg/m2/dag;;0;2027;NL11_6_2;LM_20190916
205;;NL11;NL11_6_2;Hollands Ankeveense plassen;;Brasem verwijderen;SGBP3 2021-2027;2021-2027;Deze maatregel heeft pas zin als de waterstromen zijn omgeleid en de fosfaatbelasting onder de bovenste kritische belasting ligt. Het is van belang dat de maatregel om visintrek te voorkomen ook wordt of is uitgevoerd.;BE01;WB;;1;ha;j;;Geen overheid;Natuurmonumenten;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - overig;0;0;0;0;0;0;;;;Biomanipulatie vis;;faseren tot andere maatregelen zijn uitgevoerd;Natuurmonumenten;SGBP3;;;ESF1, ESF2;1;1/0;;0;nvt;NL11_6_2;LM_20190916
206;;NL11;NL11_6_2;Hollands Ankeveense plassen;;Ganzen structureel beheren door populatiebeperking;SGBP3 2021-2027;2021-2027;Een maatregel in alle WLen waar een sterke graasdruk op helofyten bestaat. Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;BE08;MW;;;n;;;Provincie;Provincie Noord-Holland;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis;0;0;0;0;0;0;;;;Ganzen beheren;;bestuurlijke keuze provincie;Natuurmonumenten;;SGBP3;;ESF6;1;1/0;;0;2027;NL11_6_2;GH_20191210
207;;NL11;NL11_6_2;Hollands Ankeveense plassen;;Intensivering van rietbeheer langs de oevers van alle plassen Natuurmonumenten;SGBP3 2021-2027;2021-2027;Het gaat hier zowel om een eenmalige investering (aanbrengen bescherming tegen graas, verwijderen en afvoeren van bomen, infrastructurele aanpassingen zoals het aanleggen van een loswal en aanschaf boten) als om een uitbreiding van de stucturele financiering (SNL geld) voor een intensivering van het beheer en onderhoud, zodat hout beter verwijderd kan worden en takken kunnen worden afgevoerd. Natuurmonumenten werkt uit waar het van belang is rietoevers te herstellen en verbeteren, waar kansrijke locaties liggen (daar waar de graasdruk niet te groot is en legakkers stevig genoeg zijn), waar infrastructurele maatregelen nodig zijn en schat de kosten van investeringen en structureel geintensiveerd rietbeheer. Uiteindelijke omvang 95% van alle oevers.;IN18;MW;;;n;;;Geen overheid;Natuurmonumenten;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis;0;0;0;0;0;0;;;;Open landschap herstellen;;afweging financiele bijdrage: bestuurlijke keuze;Provincie Noord-Holland;financiele dekking?;financiele dekking?;;ESF4;82;% van bebost;;0;2027;NL11_6_2;LM_20191017
208;;NL11;NL11_6_2;Hollands Ankeveense plassen;;Isoleren van de vuilstort;SGBP3 2021-2027;2021-2027;Het is nog onduidelijk hoe groot het gebied is dat wordt beinvloed door de vuilstort. Er is een risico dat voedselrijk en toxisch water vanuit de stort in het gebied komt. Het is wenselijk om met de provincie in gesprek te blijven over eventuele toekomstige maatregelen.;IM12;WB;;;n;;;Onbekend;Provincie Noord-Holland;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;bestuurlijke keuze provincie;Waterschap Amstel Gooi en Vecht, Natuurmonumenten;;?;geen overleg;ESF8, ESF1;0;mg/m2/dag;;0;2027;NL11_6_2;
209;;NL11;NL11_6_2;Hollands Ankeveense plassen;;Langdurige pacht afkoppelen, bemesting beperken;SGBP3 2021-2027;2021-2027;;IM12;MW;;;n;;;Provincie;Provincie Noord-Holland;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;2% uitspoeling;opnemen N2000 beheerplan: bestuurlijke keuze;;;N2000-beheerplan;Winnie Rip;ESF1;0.005;mg/m2/dag;;0;2027;NL11_6_2;
211;;NL11;NL11_6_2;Hollands Ankeveense plassen;;Luwtestructuren: Legakkerherstel in EAG 3 om de strijklengte te verkorten en geschikt habitat voor riet te creëren;SGBP3 2021-2027;2021-2027;De motivatie van deze maatregel is vergelijkbaar met de luwtestructuren in de Loosdrechtse plassen. ;IN18;WB;;;n;;;Onbekend;Provincie Noord-Holland;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - overig;0;0;0;0;0;0;;;;Luwtestructuur;;bestuurlijke keuze provincie;Natuurmonumenten, Waterschap Amstel Gooi en Vecht;SGBP3 of gebiedsakkoord;SGBP3;;ESF1, ESF4;1;1/0;;0;2027;NL11_6_2;
212;;NL11;NL11_6_2;Hollands Ankeveense plassen;;Uitheemse rivierkreeft verwijderen;SGBP3 2021-2027;2021-2027;Deze maatregel heeft pas zin als de waterstromen zijn omgeleid en de fosfaatbelasting onder de bovenste kritische belasting ligt. Het is van belang dat de maatregel om visintrek te voorkomen ook wordt of is uitgevoerd. Deze maatregel heeft ook effect op ESF6, verwijdering. In 2018 is een kreeftenpilot gestart en in 2020 is een MKBA voor kreeftenverwijdering uitgevoerd.;BE01;WB;;;ha;;;Waterschap;Waterschap Amstel Gooi en Vecht;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - overig;0;0;0;0;0;0;;;;Biomanipulatie kreeft;;afweging kosten: bestuurlijke keuze;Provincie Noord-Holland;SGBP3;;;ESF1, ESF2;1;1/0;;0;2027;NL11_6_2;LM_2020
213;;NL11;NL11_6_2;Hollands Ankeveense plassen;;Verminderen verharding en drainage door riolering op de Heuvelrug;SGBP3 2021-2027;2021-2027;Verhogen van de infiltratie op de heuvelrug leidt tot meer kwel. Provincie Noord-Holland en Vitens hebben een onderzoek uitgevoerd naar de mogelijkheden en noodzaak van reductie drinkwaterwinning Nieuw Loosdrecht (referentie rapport opzoeken). G.S. hebben besloten om de vergunning aan te passen op de actuele drinkwaterproduktie. In de praktijk is er geen verdere reductie afgesproken. Gezien de stikstofproblematiek is heroverweging van deze beslissing is wenselijk. Zie verder onderzoek reductie kwel Loosdrecht. ;IM12;MW;;;n;;;Onbekend;Gemeente Wijdemeren;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;1% inlaat ;opnemen N2000 beheerplan: bestuurlijke keuze;Waterschap Amstel Gooi en Vecht;?;N2000-beheerplan;Winnie Rip;ESF1;0.05;mg/m2/dag;;0;2027;NL11_6_2;LM_20191017
214;;NL11;NL11_6_2;Hollands Ankeveense plassen;;Visintrek voorkomen na verwijderen brasem;SGBP3 2021-2027;2021-2027;Instellingen visvriendelijk gemaal aanpassen om massale intrek van brasem te voorkomen. Dit is geen onderdeel van biomanipulatie.;BE01;WB;;;ha;;;Waterschap;Waterschap Amstel Gooi en Vecht;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;WSB bedieningsmaatregel;Achteruitgang vermijden;;operationeel beheer;Natuurmonumenten;operationeel beheer;;;ESF2;1;n;;0;2027;NL11_6_2;LM_20190916
