DBID;Namespace;LokaalID;Naam;Type maatregel voor doelen-model;Opmerkingen GtH;SGBPPeriode.omschrijving;UitvoeringIn;afweging;KRWMaatregel.code;Toelichting;KRWMaatregelNiveau.code;HoortbijKRWWaterlichaam2021;HoortbijKRWWaterlichaamNaam2021;HoortbijKRWWaterlichaam;OmvangNumeriekeWaarde;OmvangEenheid.code;OpnameInSGBPJN;Initiatiefnemer.naam;gebiedspartner (gesprekspartner bij financiering, uitvoering of beleid);Bestuur AGV;Bestuur andere overheid;Kosten;interneKosten;beheerEnOnderhoudsKosten;Plan;Uitvoering;Uitgevoerd;Gefaseerd;Vervangen;Ingetrokken;esf;omvang tov balansen 2018, ecologische toestand t/m 2017;eenheid;EKR;litteratuurverwijzing;wkp;Effect verwacht vanaf;aangepast;gebiedsteam;Kwaliteitselementen;
;;;Monitoring kwaliteit kwelwater: dit is variabel en wordt beinvloed door humane activiteit.;Onderzoek;;SGBP3 2021-2027;2021-2027;;;Afdekken/ voorkomen wegzijging en grondwaterinflux zou een optie kunnen zijn bij het scenario dat de belasting vanuit het grondwater toeneemt. Dit zou consequenties hebben voor de drinkwaterontrekking Groenekan (meer ontrekken zou goed uit kunnen pakken).;WB;NL11_3_8;Grote Maarsseveense Plas;NL11_3_8;;;;Waterschap Amstel Gooi en Vecht;geen;SGBP3;;;;;0;0;0;0;0;0;ESF1;0;nvt;;;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Monitoring kwaliteit kwelwater: dit is variabel en wordt beinvloed door humane activiteit.NL11_3_8
;;;Onderzoek beperken interne belasting Grote Maarsseveenseplas (waterbodem);Onderzoek;;SGBP3 2021-2027;2021-2027;initiëren;IM12;Hier profiteren Ouderkerkerplas en andere diepe plassen ook van: ;WB;NL11_3_8;Grote Maarsseveense Plas;NL11_3_8;;;;Waterschap Amstel Gooi en Vecht;geen;SGBP3;;;;;0;0;0;0;0;0;ESF1;0;nvt;;;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Onderzoek beperken interne belasting Grote Maarsseveenseplas (waterbodem)NL11_3_8
;;;Stuw tussen Grote plas en Maarsseveense zodden;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;;IM12;Automatische stuw/ terugslagklep: water kan wel afvoeren vanaf de plas, maar niet aanvoeren. Vooral in een droge zomer (zoals 2018) komt er veel water in het epilimnion. Het peil kan waarschijnlijk wel uitzakken.;WB;NL11_3_8;Grote Maarsseveense Plas;NL11_3_8;1;n;j;Waterschap Amstel Gooi en Vecht;geen;SGBP3;;ACTIE GE: Automatische stuw breedte 3 meter. Damwand me klepstuwen.;;;0;0;0;0;0;0;ESF1;0.01;mg/m2/dag;;;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Stuw tussen Grote plas en Maarsseveense zoddenNL11_3_8
;;;Tegengaan van nalevering uit de waterbodem en diep kwelwater;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;;IM12;De P-vrachten komt zowel via chemische processen in de waterbodem als via de actieve kwelflux. Eerst moet helder worden waar de zuurstofvraag is, waar en hoe dik het bodemmateriaal is. Dit zou door baggeren kunnen, het vastleggen van fosfor aan een sterker bindend medium dan ijzer (bijvoorbeeld polyaluminiumchloride), het bedekken van de bodem met zand, zuurstoftoediening, toediening van nanobubbles met zuurstof.;WB;NL11_3_8;Grote Maarsseveense Plas;NL11_3_8;1;n;j;Waterschap Amstel Gooi en Vecht;geen;SGBP3;;ACTIE ??: Jasper Stroom vragen eerste schatting van PAC of zand?;;;0;0;0;0;0;0;ESF1;?;mg/m2/dag;;;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Tegengaan van nalevering uit de waterbodem en diep kwelwaterNL11_3_8
;;;Uitbreiding submers begroeibaar areaal;Beschoeiing aanpassen;;SGBP3 2021-2027;2021-2027;;;Dit zou of juist op locaties kunnen waar nu bomen staan of juist in het westen waar je de plas. Er kan gedacht worden aan het verwijderen van beschoeiingen en ontgraven van de oevers om ondiepe zones te creëren, maar de ruimte aan de windluwe zijde is beperkt. Voor de KRW-scores zal de invloed beperkt zijn. De vestigingsdiepte en soortensamenstelling van de vegetatie zal niet veranderen, er zal enig effect op de visstand zijn.;WB;NL11_3_8;Grote Maarsseveense Plas;NL11_3_8;;;;Provincie Utrecht;Recreatie Midden-Nederland;?;SGBP3;;;;0;0;0;0;0;0;ESF4;50;% van beschoeid;;;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Uitbreiding submers begroeibaar areaalNL11_3_8
;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;;Geldt voor alle waterlichamen. ;MA;NL11_3_8;Grote Maarsseveense Plas;NL11_3_8;;;;Waterschap Amstel Gooi en Vecht;Gemeente Stichtse Vecht, Provincie Utrecht;SGBP3;;geen investering maar operationele kosten;voor planadvies, jurist, verwerken KEUR;;0;0;0;0;0;0;ESF4, ESF6;1;1/0;;;0;2027;GH_20191205;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewonersNL11_3_8
;;;Aanpassen beheer langs de oever: geen overhangend groen.;Open landschap herstellen;;SGBP3 2021-2027;2021-2027;;;Deze maatregel heeft ook invloed op ESF7, organische belasting. Veel bebost is er niet. Parklandschap in stand houden. Beetje opknappen;WB;NL11_3_8;Grote Maarsseveense Plas;NL11_3_8;;;;Recreatie Midden-Nederland;Waterschap Amstel Gooi en Vecht;financiele dekking?;financiele dekking?;;;;0;0;0;0;0;0;ESF4, ESF7;10;% van bebost;;;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Aanpassen beheer langs de oever: geen overhangend groen.NL11_3_8
;;;Zuurstoftoedienen bij waterbodem Ouderkerkerplas;P-belasting verlagen;;Niet opgenomen in SGBP;2015-2021;uitgevoerd;IM12;Hoe vaak vindt er evaluatie plaats? Wie organiseerdt dit?;WB;NL11_3_3;Ouderkerkerplas;NL11_3_3;1;n;?;Waterschap Amstel Gooi en Vecht;NUON;vastgesteld;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;1;0;0;0;ESF1;?;mg/m2/dag;;;0;2018;LM_20190916;Amsterdam;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;Niet opgenomen in SGBPZuurstoftoedienen bij waterbodem OuderkerkerplasNL11_3_3
71387;NL11;NL11_0179;"Onderzoeken ""Waarom het is, zoals het is?"" in Ouderkerkerplas";Onderzoek;;SGBP1 2009-2015;2009-2015;uitgevoerd;S01;Het uitvoeren van een watersysteemanalyse met als onderzoeksvragen:- Mogelijkheden voor ontwikkeling water- en oeverplanten- Onderzoeken effecten vogelstand- Onderzoeken mogelijkheden aanpak drijfalgen door herinrichting zwemwaterlocatie;WB;NL11_3_3;Ouderkerkerplas;NL11_3_3;1;n;j;Waterschap Amstel Gooi en Vecht;geen;;;Investering per planperiode=60000.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;1;0;0;0;ESF1;0;nvt;;;1;2016;LM_20190916;Amsterdam;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;"SGBP1 2009-2015Onderzoeken ""Waarom het is, zoals het is?"" in OuderkerkerplasNL11_3_3"
71313;NL11;90999;Uitvoeren herstelmaatregelen Ouderkerkerplas;P-belasting verlagen;;SGBP1 2009-2015;2009-2015;uitgevoerd;IN14;Het gaat om het uitvoeren van de volgende waterbeheermaatregelen:- Het optimaliseren van de inlaat vanuit Bullewijk naar de plas- Het toestaan van peilfluctuatie in de plas met als doel het begroeibaar areaal voor waterplanten te vergroten;WB;NL11_3_3;Ouderkerkerplas;NL11_3_3;2;n;j;Waterschap Amstel Gooi en Vecht;Gemeente Amsterdam, Groengebied Amstelland;;;Investering per planperiode=73000.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;2;0;0;0;ESF1, ESF4;0.0976;mg/m2/dag;;;1;2016;LM_20190916;Amsterdam;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP1 2009-2015Uitvoeren herstelmaatregelen OuderkerkerplasNL11_3_3
71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;Natuurvriendelijk onderhouden EMERS;;SGBP1 2009-2015;2009-2015;uitgevoerd;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_3_3;Ouderkerkerplas;NL11_3_3;30;n;j;Waterschap Amstel Gooi en Vecht;geen;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;;;0;0;325;0;0;0;ESF4;0;1/0;;;1;2016;LM_20190916;Amsterdam;Macrofauna_Overige Waterflora_Vis;SGBP1 2009-2015Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1NL11_3_3
71395;;;Vispasseerbaar maken sluizen, gemalen en stuwen - fase 1;Vis;;SGBP1 2009-2015;2009-2015;uitgevoerd;;?;MW;NL11_3_3;Ouderkerkerplas;NL11_3_3;;;;Waterschap Amstel Gooi en Vecht;Groengebied Amstelland;;;;;;0;0;1;0;0;0;ESF5;0;nvt;;;1;nvt;LM_20191017;Amsterdam;#N/B;SGBP1 2009-2015Vispasseerbaar maken sluizen, gemalen en stuwen - fase 1NL11_3_3
76513;NL11;90999;Uitvoeren herstelmaatregelen Ouderkerkerplas;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;uitgevoerd;IN14;Het gaat om het verder uitvoeren van de waterbeheermaatregelen (peilbeheer) om de inlaat naar de plas te optimaliseren en daarmee de belasting te verminderen. Het is de voortzetting van de maatregel uit de planperiode van SGBP-1.;WB;NL11_3_3;Ouderkerkerplas;NL11_3_3;1;n;j;Waterschap Amstel Gooi en Vecht;Gemeente Amsterdam, Groengebied Amstelland;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;1;0;0;0;ESF1;0.0976;mg/m2/dag;;;1;2018;LM_20190916;Amsterdam;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP2 2015-2021Uitvoeren herstelmaatregelen OuderkerkerplasNL11_3_3
;;;Het verhogen van flexpeil met 20 cm (maxpeil 20 cm verhogen). ;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;initiëren;IN14;"Hoe hoger het winterpeil, des de minder kwel en inlaatbehoefte later in het jaar. 
Verhogen waterpeil iig max peil weer terug naar -3.80 of liever 3.70 in de winter. Nu is het peil -4.30 tot -3.90. Het plaspeil zal in het voorjaar dalen. Op het moment dat plaspeil in de buurt van het GW-peil komt, moet actief water ingelaten worden: het kwelwater is veel P-rijker dan het inlaatwater. Het is van belang in juli-augustus niets meer in te hoeven laten (tenzij op diepte gesuppleerd wordt). Juist dan kan inlaatwater op korte termijn tot blauwalgenbloeien leiden. Het loont dus om in het voorjaar wat in te laten om een marge over te houden voor de zomer waarbij niets ingelaten wordt. Het zal een kwestie zijn van de eerste jaren ervaring opdoen met de data en het beheer.
Fundering is geen probleem. De waakhoogte en stabiliteit van de dijklichamen moeten onderzocht worden. Veiligheid keringen ligt bij dijkenteam en resultaten komen optijd om deze maateregel op te nemen in SGBP3. Er is een peilvak direct tegen de plas aan (noordwesten) met een eigen ringsloot. Daar is destijds aan gerekend met waterpeilen tot NAP -3.85 m. Dat zou geen wateroverlast geven (Velstra 2010). In de praktijk klopt dat blijkbaar (althans, ik ken geen meldingen van overlast). Het is de vraag of dat ook goed gaat als het peil nog hoger gaat komen. Immers, als de stuw op bv. NAP -3.70 of -3.80 m komt te staan, zal het plaspeil bij extreme buien tijdelijk orde 5 cm hoger staan.";WB;NL11_3_3;Ouderkerkerplas;NL11_3_3;1;n;j;Waterschap Amstel Gooi en Vecht;Gemeente Amsterdam, Groengebied Amstelland;SGBP3;;ACTIE JASPER S??:Marinka uitzoeken of en hoeveel zand er nodig is voor aanpassingen aan strandjes;;;0;0;0;0;0;0;ESF1;0.019611487;mg/m2/dag;;;0;2027;LM_20190916;Amsterdam;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Het verhogen van flexpeil met 20 cm (maxpeil 20 cm verhogen). NL11_3_3
;;;Onderhoud stuurbare drains en aanleg Puridrain.;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;;;Het noordelijk recreatiegebied is uitgebreid gedraineerd en watert niet af naar de plas. Als drains verstopt raken watert een deel af richting de plas. Als je het water niet nodig hebt om de plas op maxpeil te krijgen dan willen we alleen voorkomen dat water richting de plas draineerd, als het water zinvol is om de plas op een maximumpeil te krijgen in de winter dan is de aanleg van een puridrain zinvol. In droge zomers zakt het peil te ver uit en genereert kwel. Daarom zou in het voorjaar toch regelmatig water ingelaten moeten worden. Op het moment dat het drainagewater van goede kwaliteit is kan de plas het water van het recreatiegebied goed gebruiken: maar dan gezuiverd via een Puridrain met ijzerzand (of: nieuw, hoger rendement: ijzergranulaat, ook een restproduct). Het drainagewater loost dan met een lagere P-concentratie. De drains kunnen dan wel op de plas aangesloten worden (Voort 2015). Vergeleken moet worden of het Puridrain-effluent lagere concentraties heeft dan het inlaatwater uit de Bullewijk.;WB;NL11_3_3;Ouderkerkerplas;NL11_3_3;;;;Waterschap Amstel Gooi en Vecht;Groengebied Amstelland;SGBP3;;ACTIE navragen Jasper. Marinka;;;0;0;0;0;0;0;ESF1;?;mg/m2/dag;;;0;2027;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Onderhoud stuurbare drains en aanleg Puridrain.NL11_3_3
;;;Onderzoek beperken interne belasting Ouderkerkerplas (waterbodem);Onderzoek;;SGBP3 2021-2027;2021-2027;initiëren;;;WB;NL11_3_3;Ouderkerkerplas;NL11_3_3;;;;Waterschap Amstel Gooi en Vecht;Groengebied Amstelland;SGBP3;;;;;0;0;0;0;0;0;ESF1;0;nvt;;;0;2027;LM_20190916;Amsterdam;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Onderzoek beperken interne belasting Ouderkerkerplas (waterbodem)NL11_3_3
;;;Optimaliseren peilbeheer.;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;;;We willen voorkomen dat er veel voedselrijkgrondwater de plas instroomt, maar ook geen water inlaten in de zomer in het epilimnion. In het voorjaar heeft waterinlaat waarschijnlijk de voorkeur boven instroom van grondwater (bij een te laag peil).  Door in te laten, verminderen we de hoeveelheid grondwater die de plas instroomt. Mogelijk is diepe suppletie van grondwater wenselijk als de plas in het voorjaar al gestratificeerd is. Voor deze maatregel moeten er peilbuizen (en hier 3 keer per jaar nutrienten te meten) en continu peil te meten. Deze metingen worden eens per jaar geanalyseerd (iig in de eerste jaren na optimalisatie), waarbij de water- en stoffenbalans wordt geupdate. Het is daarnaast van belang dat er in de periode begin juli- eind augustus geen water wordt ingelaten omdat al het fosfor in dit water direct beschikbaar is in het epilimnion en kan leiden tot blauwalgen. Mogelijk moet het strand (ballenlijnen) hierop worden aangepast en dan wordt het wel een maatregel met hogere kosten. Jasper gaat uitzoeken of dit kan zodat we deze maatregel beter op kosten kunnen schatten. Kosten: aanpassen zwemstrand, aanleg puridrain, onderhoud van drains en diepe suppletie. Kwantificering is deels mogelijk.;WB;NL11_3_3;Ouderkerkerplas;NL11_3_3;;;;Waterschap Amstel Gooi en Vecht;Groengebied Amstelland;SGBP3;;ACTIE navragen Jasper. Marinka;;;0;0;0;0;0;0;ESF1;?;mg/m2/dag;;;0;2027;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Optimaliseren peilbeheer.NL11_3_3
;;;Zomeruitlaat stoppen.;P-belasting verlagen;;SGBP3 2021-2027;2020;;;Er komt een plan voor de Holendrechterpolder. Hierin moet worden meegenomen dat er geen water uit de Ouderkerkerplas naar de Holendrechterpolder mag lopen. Momenteel wordt incidenteel water uitgelaten t.b.v. Holendrechter- en Bullewijkerpolder en de polder de Nieuwe Bullewijk. Dit gebeurt weinig, maar juist wel in de droge perioden. Dus als het plaspeil (te) laag is. Onderzoek naar alternatieve watervoorziening voor die polders is nodig om de (on)mogelijkheden te verkennen. ;WB;NL11_3_3;Ouderkerkerplas;NL11_3_3;;;;Waterschap Amstel Gooi en Vecht;Groengebied Amstelland;SGBP3;;ACTIE navragen Jasper. Marinka;;;0;0;0;0;0;0;ESF1;?;mg/m2/dag;;;0;2027;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Zomeruitlaat stoppen.NL11_3_3
;;;Inlaatwater en Puridrain diep suppleren.;P-belasting verlagen;;SGBP3 2021-2027;2020;;;Als het water onder de spronglaag geloosd en daar gehouden kan worden dan is de influx ([P] ? 0.25 mgP/l) niet beschikbaar voor algen. Bij 65 l/s zal diep geloosd (warm) oppervlaktewater in de zomer niet door de spronglaag heen breken omdat het een te klein debiet betreft (Uittenbogaard en Verploegh 2012). De lozing opsplitsen in meerdere nog kleinere lozingen kan daarbij helpen. Praktisch lijkt dit vrij eenvoudig: de inlaat sluiten behoudens een slang met verdeelwerk naar de bodem van de plas. Dit heeft wel impact op levensduur ijzervoorraad op de bodem;WB;NL11_3_3;Ouderkerkerplas;NL11_3_3;;;;Waterschap Amstel Gooi en Vecht;Groengebied Amstelland;SGBP3;;ACTIE navragen Jasper.;;;0;0;0;0;0;0;ESF1;?;mg/m2/dag;;;0;2027;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Inlaatwater en Puridrain diep suppleren.NL11_3_3
;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;;Geldt voor alle waterlichamen. ;MA;NL11_3_3;Ouderkerkerplas;NL11_3_3;;;;Waterschap Amstel Gooi en Vecht;Gemeente Ouder-Amstel, Provincie Noord-Holland;SGBP3;;geen investering maar operationele kosten;voor planadvies, jurist, verwerken KEUR;;0;0;0;0;0;0;ESF4, ESF6;1;1/0;;;0;2027;GH_20191205;;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewonersNL11_3_3
;NL11;;Ganzen beheren, structureel door populatiebeperking;Ganzen beheren;;SGBP3 2021-2027;2021-2027;;BE08;Een maatregel in alle WLen waar een sterke graasdruk op helofyten bestaat. Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;MW;NL11_3_3;Ouderkerkerplas;NL11_3_3;;;;Provincie Noord-Holland;Groengebied Amstelland;;SGBP3;;;;0;0;0;0;0;0;ESF6;1;1/0;;;0;2027;GH_20191205;;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Ganzen beheren, structureel door populatiebeperkingNL11_3_3
71317;NL11;91007;Beperken van inlaten vanuit andere gebieden;P-belasting verlagen;;SGBP1 2009-2015;2009-2015;vervangen;IN02;gemaal nico broekhuizen wordt geknepen, suizen waar doorheen gevaren wordt kunnen we niet tegenhouden door functie… staat op vervangen;WB;NL11_3_1;Sloterplas;NL11_3_1;1;n;j;Waterschap Amstel Gooi en Vecht;Gemeente Amsterdam;;;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=8000.00;;;0;0;0;0;1;0;ESF1;?;mg/m2/dag;;;1;nvt;LM_20190916;Amsterdam;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP1 2009-2015Beperken van inlaten vanuit andere gebiedenNL11_3_1
71315;NL11;91005;Omleiden van regenwateruitlaten;P-belasting verlagen;;SGBP1 2009-2015;2009-2015;ingetrokken;IN02;70-80% is eraf;WB;NL11_3_1;Sloterplas;NL11_3_1;1;n;j;Gemeente Amsterdam;Waterschap Amstel Gooi en Vecht;;;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=1300000.00;;;0;0;0;0;0;1;ESF1;0.24;mg/m2/dag;;;1;nvt;LM_20190916;Amsterdam;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP1 2009-2015Omleiden van regenwateruitlatenNL11_3_1
71316;NL11;91006;Uitvoeren maatregelen om Sloterplas van externe belasting te isoleren;P-belasting verlagen;;SGBP1 2009-2015;2009-2015;gefaseerd;IN02;;WB;NL11_3_1;Sloterplas;NL11_3_1;1;n;j;Waterschap Amstel Gooi en Vecht;Gemeente Amsterdam;;;Investering per planperiode=330000.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;0;1;0;0;ESF1;17.46;mg/m2/dag;;;1;nvt;LM_20190916;Amsterdam;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP1 2009-2015Uitvoeren maatregelen om Sloterplas van externe belasting te isolerenNL11_3_1
71314;NL11;91002;Onderzoeken maatregelen rondom Sloterplas;Onderzoek;;SGBP1 2009-2015;2009-2015;uitgevoerd;S01;Het betreft het uitvoeren van drie deelonderzoeken:1 Onderzoeken mogelijkheden visstandbeheer2 Onderzoeken mogelijkheden aanleg helofytenfilter voor zuiveren afstromend hemelwater3 Onderzoeken mogelijkheden en effecten verondiepen Sloterplas met bagger;WB;NL11_3_1;Sloterplas;NL11_3_1;3;n;j;Waterschap Amstel Gooi en Vecht;Gemeente Amsterdam;;;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=188000.00;;;0;0;3;0;0;0;ESF1, ESF4;0;nvt;;;1;2016;LM_20190916;Amsterdam;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP1 2009-2015Onderzoeken maatregelen rondom SloterplasNL11_3_1
71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;Natuurvriendelijk onderhouden EMERS;;SGBP1 2009-2015;2009-2015;uitgevoerd;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_3_1;Sloterplas;NL11_3_1;30;n;j;Waterschap Amstel Gooi en Vecht;geen;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;;;0;0;325;0;0;0;ESF4;0;1/0;;;1;2016;LM_20190916;Amsterdam;Macrofauna_Overige Waterflora_Vis;SGBP1 2009-2015Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1NL11_3_1
