koppelnummer;DBID;Namespace;HoortbijKRWWaterlichaam2021;HoortbijKRWWaterlichaamNaam2021;LokaalID;Naam;type;Type 2;SGBPPeriode.omschrijving;UitvoeringIn;Toelichting;ToelichtingUitgebreid;KRWMaatregel.code;KRWMaatregelNiveau.code;KRWStroomgebiedDistrict.code;OmvangNumeriekeWaarde;OmvangEenheid.code;OpnameInSGBPJN;Initiatiefnemer.code;Initiatiefnemer.naam;Partij;Initiatiefnemer.waternet;EUFonds.code;Kosten;financieringsbron;RelatieMetNatura2000Gebied;RelatieMetWaterwinning;KTM.Code;KTM.omschrijving;Kwaliteitselementen;Plan;Uitvoering;Uitgevoerd;Gefaseerd;Vervangen;Ingetrokken;Investeringskosten;beheerEnOnderhoudsKosten;interneKosten;Type maatregel voor doelen-model;Opmerkingen (deels GtH);gebiedspartner (gesprekspartner bij financiering, uitvoering of beleid);kostencategorie;afweging;Bestuur AGV;Bestuur andere overheid;Contactpersonen;esf;Totale belasting P;betreffend areaal (km of ha);OmvangWaternet;eenheid;litteratuurverwijzing;wkp;Effect verwacht vanaf;HoortbijKRWWaterlichaam_oud;aangepast;xxxxx;punten bij invoeren Wkp;oplossing
229;;NL11;NL11_2_10;Polder Demmerik;299_323_399_496_602;Maatregelen in de landbouw om oeverafkalving tegen te gaan;Oever aanpassen;Oever aanpassen;SGBP3 2021-2027;2021-2027;"Aan deze maatregel wordt uitvoering gegeven via Agrarisch waterbeheer. Bijvoorbeeld door bufferzones en slootranden met diepwortelende vegetatie; er is overlap met pakketten ten behoeve van nutriëntenreductie. Deze maatregel heeft ook invloed op productiviteit bodem (ESF3) en habitatgeschiktheid (ESF4). ";"Bijvoorbeeld bufferzones en slootranden met diepwortelende vegetatie, dus er zit overlap met DAW pakketten ten behoeve van nutriëntenreductie. Deze maatregel heeft ook invloed op ESF3, productiviteit bodem en ESF4, habitatgeschiktheid.
Geschatte omvang van de maatregel is 25%, van de 20% van de totale oeverlengte waar dit een probleem vormt.";IN18;MW;;1;n;j;;Waterschap;Boeren;Waterschap Amstel, Gooi en Vecht;;0;BA Agrarisch waterbeheer;;;KTM6 ;;Macrofauna_Overige Waterflora_Vis;0;0;0;0;0;0;;;Vooral hier worden veel kosten gemaakt voor monitoring en onderzoek. O.a. trainee;Oeverstructuur verbeteren;;DAW, agrarische collectieven;type 2;bestuurlijk vastgesteld;Programma agrarisch waterbeheer;;;ESF1, ESF4;;379.5;19;km oever;;1;2027;NL11_2_3;LM_20190916;;;
399;;NL11;NL11_2_5;Vaarten Ronde Hoep;299_323_399_496_602;Maatregelen in de landbouw om oeverafkalving tegen te gaan;Oever aanpassen;Oever aanpassen;SGBP3 2021-2027;2021-2027;"Aan deze maatregel wordt uitvoering gegeven via Agrarisch waterbeheer. Bijvoorbeeld door bufferzones en slootranden met diepwortelende vegetatie; er is overlap met pakketten ten behoeve van nutriëntenreductie. Deze maatregel heeft ook invloed op productiviteit bodem (ESF3) en habitatgeschiktheid (ESF4). ";"Bijvoorbeeld bufferzones en slootranden met diepwortelende vegetatie, dus er zit overlap met DAW pakketten ten behoeve van nutriëntenreductie. Deze maatregel heeft ook invloed op ESF3, productiviteit bodem en ESF4, habitatgeschiktheid.
Geschatte omvang van de maatregel is 25%, van de 20% van de totale oeverlengte waar dit een probleem vormt.";IN18;MW;;1;n;j;;Waterschap;Boeren;Waterschap Amstel, Gooi en Vecht;;0;BA Agrarisch waterbeheer;;;KTM6 ;;Macrofauna_Overige Waterflora_Vis;0;0;0;0;0;0;;;Vooral hier worden veel kosten gemaakt voor monitoring en onderzoek. O.a. trainee;Oeverstructuur verbeteren;;DAW, agrarische collectieven;type 2;bestuurlijk vastgesteld;;;;ESF1, ESF4;;448.2;22.4;km oever;;1;2027;NL11_2_5;LM_20190916;;;
313;;NL11;NL11_6_10;Maarsseveense Zodden en omgeving;313_336;Intensivering van rietbeheer langs de oevers van plassen Staatsbosbeheer;Natuurvriendelijk onderhouden en op diepte brengen;Natuurvriendelijk onderhouden en op diepte brengen;SGBP3 2021-2027;2021-2027;"Het gaat hier om zowel eenmalige aanpassingen als om structurele intensivering van het onderhoud. Eenmalig is nodig: oevers beschermen tegen graas, bomen verwijderen en afvoeren en infrastructuur aanleggen om intensiever onderhoud mogelijk te maken. Structureel is intensivering van beheer en onderhoud nodig, zodat opschietend hout tijdig wordt verwijderd en afgevoerd; hiervoor is een structurele uitbreiding van SNL-gelden nodig. Bomen die onderdeel van het landschap zijn, hoeven niet verwijderd te worden. We stemmen af met Staatsbosbeheer hoe deze maatregel opgepakt kan worden.";Het gaat hier om een eenmalige investering: aanbrengen bescherming tegen graas, verwijderen en afvoeren van bomen, infrastructurele aanpassingen zoals het aanleggen van een loswal en aanschaf boten. En ook om een uitbreiding van de stucturele financiering (SNL geld) voor een intensivering van het beheer en onderhoud, zodat hout beter verwijderd kan worden en takken kunnen worden afgevoerd. Staatsbosbeheer werkt uit waar het van belang is rietoevers te herstellen en verbeteren, waar kansrijke locaties liggen (daar waar de graasdruk niet te groot is en legakkers stevig genoeg zijn), waar infrastructurele maatregelen nodig zijn en schat de kosten van investeringen en structureel geïntensiveerd rietbeheer. Omvang: 100% bomen verwijderen.;IN18;MW;;1;n;j;;Geen overheid;Beheerder;Staatsbosbeheer;;0;0;NL_HAB_95|NL_VOG_95;;KTM6 ;;Macrofauna_Overige Waterflora_Vis;0;0;0;0;0;0;;;;Open landschap herstellen;;Waterschap Amstel Gooi en Vecht;afwegen financiele bijdrage;afweging financiele bijdrage: bestuurlijke keuze;;financiele dekking?;;ESF1, ESF2, ESF7;;53.6;48.2;km oever;;1;2027;NL11_6_5;LM_20190916;;;
336;;NL11;NL11_6_11;Molenpolder en Westbroek;313_336;Intensivering van rietbeheer langs de oevers van plassen Staatsbosbeheer;Natuurvriendelijk onderhouden en op diepte brengen;Natuurvriendelijk onderhouden en op diepte brengen;SGBP3 2021-2027;2021-2027;"Het gaat hier om zowel eenmalige aanpassingen als om structurele intensivering van het onderhoud. Eenmalig is nodig: oevers beschermen tegen graas, bomen verwijderen en afvoeren en infrastructuur aanleggen om intensiever onderhoud mogelijk te maken. Structureel is intensivering van beheer en onderhoud nodig, zodat opschietend hout tijdig wordt verwijderd en afgevoerd; hiervoor is een structurele uitbreiding van SNL-gelden nodig. Bomen die onderdeel van het landschap zijn, hoeven niet verwijderd te worden. We stemmen af met Staatsbosbeheer hoe deze maatregel opgepakt kan worden.";Het gaat hier om een eenmalige investering: aanbrengen bescherming tegen graas, verwijderen en afvoeren van bomen, infrastructurele aanpassingen zoals het aanleggen van een loswal en aanschaf boten. En ook om een uitbreiding van de stucturele financiering (SNL geld) voor een intensivering van het beheer en onderhoud, zodat hout beter verwijderd kan worden en takken kunnen worden afgevoerd. Staatsbosbeheer werkt uit waar het van belang is rietoevers te herstellen en verbeteren, waar kansrijke locaties liggen (daar waar de graasdruk niet te groot is en legakkers stevig genoeg zijn), waar infrastructurele maatregelen nodig zijn en schat de kosten van investeringen en structureel geintensiveerd rietbeheer. Omvang: 80% bomen verwijderen, 20% past in landschap.;IN18;MW;;1;n;j;;Geen overheid;Beheerder;Staatsbosbeheer;;0;0;NL_HAB_95|NL_VOG_95;;KTM6 ;;Macrofauna_Overige Waterflora_Vis;0;0;0;0;0;0;;;;Open landschap herstellen;;Waterschap Amstel Gooi en Vecht;afwegen financiele bijdrage;afweging financiele bijdrage: bestuurlijke keuze;;financiele dekking?;;ESF1, ESF2, ESF7;;211.2;80.5;km oever;;1;2027;NL11_6_5;LM_20190916;;;
34;;NL11;NL11_7_1;Botshol;34_348_572;Optimaliseren defosfateren;Defosfateren;Defosfateren;SGBP3 2021-2027;2021-2027;Optimaliseren van bestaande defosfateringsinstallaties kan het zuiveringsrendement verbeteren. Uitbreiden van het operationeel volgen en sturen is daarvoor nodig, zoals bemonstering, monitoring en analyse. Met deze gegevens en een analyse van omgevingsfactoren kan op regelmatige basis een herijking gemaakt worden van dosering, inlaatprotocollen, beheer en onderhoud. ;Bij bestaande defosfateringsinstallaties kan het zuiveringsrendement worden verbeterd door te volgen en bij te sturen. Er is een extra investering nodig in monitoring en analyse: de bemonstering moet worden verbeterd (tijdsproportionele monsterkasten en eventueel ook een continu fosformeter) en er moet beter gekeken worden welke factoren het rendement bepalen (vorm van fosfor in influent, aanwezigheid algen in influent en installatie, vlokvorming, slibvorming). Ook zou er frequenter (tenminste 2 keer per jaar) een herijking gemaakt moeten worden van de benodigde dosering van ijzerchloride en de inlaatprotocollen (bijvoorbeeld het maximale debiet, moment van inlaten en protocol bij droogte).  Daarnaast vraagt beheer en onderhoud aandacht (en tijd). Mogelijk moet de inspanningen en locaties waar zuiveringsslib wordt weggehaald worden aangepast. Verder is het van belang omgevingsfactoren (het plaatsen van keerschotten, opwerveling door vis en vaarbewegingen en zuurstofhuishouding in de nabezinksloten) die het rendement beinvloeden voldoende in beeld te hebben en het beheer erop aan te passen.;IM12;MW;;1;n;j;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;0;exploitatie KRW;NL_HAB_83;;KTMNL01;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;dosering FEChl moet hoger….;;P-belasting verlagen;;geen;geen;operationeel beheer;SGBP3;;;ESF1;1.426352248;;0.14;mg/m2/dag;;1;2027;NL11_7_1;LM_20190916;;;
348;;NL11;NL11_4_1;Naardermeer;34_348_572;Optimaliseren defosfateren;Defosfateren;Defosfateren;SGBP3 2021-2027;2021-2027;Optimaliseren van bestaande defosfateringsinstallaties kan het zuiveringsrendement verbeteren. Uitbreiden van het operationeel volgen en sturen is daarvoor nodig, zoals bemonstering, monitoring en analyse. Met deze gegevens en een analyse van omgevingsfactoren kan op regelmatige basis een herijking gemaakt worden van dosering, inlaatprotocollen, beheer en onderhoud. ;Bij bestaande defosfateringsinstallaties kan het zuiveringsrendement worden verbeterd door te volgen en bij te sturen. Er is een extra investering nodig in monitoring en analyse: de bemonstering moet worden verbeterd (tijdsproportionele monsterkasten en eventueel ook een continu fosformeter) en er moet beter gekeken worden welke factoren het rendement bepalen (vorm van fosfor in influent, aanwezigheid algen in influent en installatie, vlokvorming, slibvorming). Ook zou er frequenter (tenminste 2 keer per jaar) een herijking gemaakt moeten worden van de benodigde dosering van ijzerchloride en de inlaatprotocollen (bijvoorbeeld het maximale debiet, moment van inlaten en protocol bij droogte).  Daarnaast vraagt beheer en onderhoud aandacht (en tijd). Mogelijk moet de inspanningen en locaties waar zuiveringsslib wordt weggehaald worden aangepast. Verder is het van belang omgevingsfactoren (het plaatsen van keerschotten, opwerveling door vis en vaarbewegingen en zuurstofhuishouding in de nabezinksloten) die het rendement beinvloeden voldoende in beeld te hebben en het beheer erop aan te passen.;IM12;MW;;1;n;j;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;0;exploitatie KRW;NL_HAB_94;;KTMNL01;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;Operationeel waterbeheer.;P-belasting verlagen;;geen;geen;in uitvoering;;;;ESF1,ESF2;0.989012103;;0;mg/m2/dag;;1;2027;NL11_4_1;LM_20190916;;;
161;;NL11;NL11_3_3;Ouderkerkerplas;;Zuurstoftoedienen bij waterbodem Ouderkerkerplas;Voedselrijke waterbodem aanpakken;;Niet opgenomen in SGBP;2015-2021;Hierdoor wordt P in de bodem vastgelegd. Dus lagere interne belasting.;Hierdoor wordt P in de bodem vastgelegd. Dus lagere interne belasting.;IM12;WB;;1;n;n;;Waterschap;uitgevoerd;Waterschap Amstel, Gooi en Vecht;;0;0;;;KTMNL01;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;1;0;0;0;;;;P-belasting verlagen;;NUON;;uitgevoerd;vastgesteld;;;ESF1;0.52;;0;mg/m2/dag;;0;2020;NL11_3_3;LM_20190916;;;
165;71387;NL11;NL11_3_3;Ouderkerkerplas;NL11_0179;"Onderzoeken ""Waarom het is, zoals het is?"" in Ouderkerkerplas";Onderzoek;;SGBP1 2009-2015;2009-2015;Het uitvoeren van een watersysteemanalyse met als onderzoeksvragen:- Mogelijkheden voor ontwikkeling water- en oeverplanten- Onderzoeken effecten vogelstand- Onderzoeken mogelijkheden aanpak drijfalgen door herinrichting zwemwaterlocatie;Het uitvoeren van een watersysteemanalyse met als onderzoeksvragen:- Mogelijkheden voor ontwikkeling water- en oeverplanten- Onderzoeken effecten vogelstand- Onderzoeken mogelijkheden aanpak drijfalgen door herinrichting zwemwaterlocatie;S01;WB;;1;n;j;;Waterschap;uitgevoerd;Waterschap Amstel, Gooi en Vecht;;0;0;;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;1;0;0;0;;;;Onderzoek;;geen;;uitgevoerd;;;;ESF1;;;1;n;;1;2016;NL11_3_3;LM_20190916;;;
166;71313;NL11;NL11_3_3;Ouderkerkerplas;90999;Uitvoeren herstelmaatregelen Ouderkerkerplas;Waterstromen aanpassen;;SGBP1 2009-2015;2009-2015;Het gaat om het uitvoeren van de volgende waterbeheermaatregelen:- Het optimaliseren van de inlaat vanuit Bullewijk naar de plas- Het toestaan van peilfluctuatie in de plas met als doel het begroeibaar areaal voor waterplanten te vergroten;Het gaat om het uitvoeren van de volgende waterbeheermaatregelen:- Het optimaliseren van de inlaat vanuit Bullewijk naar de plas- Het toestaan van peilfluctuatie in de plas met als doel het begroeibaar areaal voor waterplanten te vergroten;IN14;WB;;2;n;j;;Waterschap;uitgevoerd;Waterschap Amstel, Gooi en Vecht;;0;0;;;KTM7;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;2;0;0;0;;;;P-belasting verlagen;;Gemeente Amsterdam, Groengebied Amstelland;;uitgevoerd;;;;ESF1, ESF4;0.52;;0;mg/m2/dag;;1;2016;NL11_3_3;LM_20190916;;;
167;71380;NL11;NL11_3_3;Ouderkerkerplas;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;Natuurvriendelijk onderhouden en op diepte brengen;;SGBP1 2009-2015;2009-2015;Een gebiedsbrede maatregel in alle waterlichamen;Een gebiedsbrede maatregel in alle waterlichamen;BE03;MW;;30;km;j;;Waterschap;uitgevoerd;Waterschap Amstel, Gooi en Vecht;;0;0;;;;;Macrofauna_Overige Waterflora_Vis;0;0;325;0;0;0;;;;Natuurvriendelijk onderhouden EMERS;;geen;;uitgevoerd;;;;ESF4;;;0;km watergang;;1;2016;NL11_3_3;LM_20190916;;;
572;;NL11;NL11_3_4;Vinkeveense Plassen;34_348_572;Optimaliseren defosfateren;Defosfateren;Defosfateren;SGBP3 2021-2027;2021-2027;Optimaliseren van bestaande defosfateringsinstallaties kan het zuiveringsrendement verbeteren. Uitbreiden van het operationeel volgen en sturen is daarvoor nodig, zoals bemonstering, monitoring en analyse. Met deze gegevens en een analyse van omgevingsfactoren kan op regelmatige basis een herijking gemaakt worden van dosering, inlaatprotocollen, beheer en onderhoud. ;Bij bestaande defosfateringsinstallaties kan het zuiveringsrendement worden verbeterd door te volgen en bij te sturen. Er is een extra investering nodig in monitoring en analyse: de bemonstering moet worden verbeterd (tijdsproportionele monsterkasten en eventueel ook een continu fosformeter) en er moet beter gekeken worden welke factoren het rendement bepalen (vorm van fosfor in influent, aanwezigheid algen in influent en installatie, vlokvorming, slibvorming). Ook zou er frequenter (tenminste 2 keer per jaar) een herijking gemaakt moeten worden van de benodigde dosering van ijzerchloride en de inlaatprotocollen (bijvoorbeeld het maximale debiet, moment van inlaten en protocol bij droogte).  Daarnaast vraagt beheer en onderhoud aandacht (en tijd). Mogelijk moet de inspanningen en locaties waar zuiveringsslib wordt weggehaald worden aangepast. Verder is het van belang omgevingsfactoren (het plaatsen van keerschotten, opwerveling door vis en vaarbewegingen en zuurstofhuishouding in de nabezinksloten) die het rendement beinvloeden voldoende in beeld te hebben en het beheer erop aan te passen.;IM12;MW;;1;n;?;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;0;exploitatie KRW;;;KTMNL01;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;Aanvullend budget voor vlokmiddel en frequenter baggeren.;Opstellen protocol voor aangepaste fosforverwijdering met vlokmiddel.;P-belasting verlagen;;geen;geen;in uitvoering;operationeel beheer, SGBP3;;;ESF1;0.732655921;;0.07;mg/m2/dag;evaluatie maatregelen tussenboezem Vinkeveen, 2016;1;2020;NL11_3_4;LM_20190916;;;
299;71395;NL11;NL11_3_3;Ouderkerkerplas;;Vispasseerbaar maken sluizen, gemalen en stuwen - fase 1;NVT;;SGBP1 2009-2015;2009-2015;Deze maatregel is ingetrokken omdat dit gemaal geen knelpunt is voor vismigratie.;Deze maatregel is ingetrokken omdat dit gemaal geen knelpunt is voor vismigratie.;IN15;MW;;;#N/B;;;Waterschap;Niet uitvoeren;Waterschap Amstel, Gooi en Vecht;;0;0;#N/B;;KTM5 ;;Vis;0;0;1;0;0;0;;;;Vis;;Groengebied Amstelland;;ingetrokken;;;;ESF5;;;0;n;;1;nvt;NL11_3_3;LM_20191017;;;
341;;NL11;NL11_6_11;Molenpolder en Westbroek;341_382_499;Effecten van door grondwateronttrekkingen afgenomen kwel verminderen, mitigeren en/of compenseren;Kwel herstellen;Kwel herstellen;SGBP3 2021-2027;2021-2027;Dit is een maatregel voor alle waterlichamen waar door grondwateronttrekkingen de hoeveelheid kwel is afgenomen. De effecten van de veranderde kwelsituatie, als gevolg van grondwateronttrekkingen, op de ecologie van het oppervlaktewaterlichaam worden beperkt door verminderen van de winning of door mitigeren en/of compenseren. Het verminderen van grondwaterontrekkingen op de heuvelrug leidt tot meer kwel in een aantal waterlichamen. De maatregel bestaat uit, of moet aansluiten bij al lopende of in onderzoek zijnde initiatieven. Met de provincies als vergunningverleners voor grote grondwateronttrekkingen stemmen we af wie initiatiefnemer van deze maatregel is.;"Dit is een maatregel in alle waterlichamen waar door grondwateronttrekkingen de hoeveelheid kwel is afgenomen. De effecten van de veranderde kwelsituatie, als gevolg van grondwateronttrekkingen, op de ecologie van het oppervlaktewaterlichaam worden beperkt door verminderen van de winning of door mitigeren en/of compenseren. Het verminderen van grondwaterontrekkingen op de heuvelrug leidt tot meer kwel in een aantal waterlichamen. De maatregel bestaat uit, of moet aansluiten bij al lopende of in onderzoek zijnde initiatieven. 
De provincie wordt verzocht om dit te verankeren in het beleid, bijvoorbeeld in het grondwaterprogramma of uitvoeringsprogramma. Daarom staat de provincie ook als initiatiefnemer vermeld. Een belangrijk eerste onderdeel van de maatregel is het vergaren van informatie en kennis over de mogelijkheden tot verminderen, mitigeren en/of compenseren. Er is al veel bekend en besloten over het verminderen en mitigeren van winningen. Op basis van bestaande kennis gaan we na wat aanvullend nog zou moeten worden onderzocht om tot een realistisch aanvullend pakket maatregelen te komen. Voor dit alles nemen we tot in 2026 de tijd. De organisaties die verantwoordelijk zijn voor de betreffende onttrekkingen kunnen de maatregelen uitvoeren. 
";RO07;MW;;1;n;;;onbekend;Provincie;Provincie Utrecht;;0;0;NL_HAB_95;;KTM8 ;;Macrofauna_Overige Waterflora;0;0;0;0;0;0;;;;Kwel herstellen;;Staatsbosbeheer, Natuurmonumenten, Waterschap Amstel, Gooi en Vceht;geen;afweging verlies functie: bestuurlijke keuze provincie;;Opnieuw inbrengen in provinciale plannen?;Winnie Rip;ESF1;;77.9;7.7;ha, submers areaal;;err;2027;NL11_6_5;LM_20191017;;;
382;;NL11;NL11_6_9;Oostelijke Binnenpolder;341_382_499;Effecten van door grondwateronttrekkingen afgenomen kwel verminderen, mitigeren en/of compenseren;Kwel herstellen;Kwel herstellen;SGBP3 2021-2027;2021-2027;Dit is een maatregel voor alle waterlichamen waar door grondwateronttrekkingen de hoeveelheid kwel is afgenomen. De effecten van de veranderde kwelsituatie, als gevolg van grondwateronttrekkingen, op de ecologie van het oppervlaktewaterlichaam worden beperkt door verminderen van de winning of door mitigeren en/of compenseren. Het verminderen van grondwaterontrekkingen op de heuvelrug leidt tot meer kwel in een aantal waterlichamen. De maatregel bestaat uit, of moet aansluiten bij al lopende of in onderzoek zijnde initiatieven. Met de provincies als vergunningverleners voor grote grondwateronttrekkingen stemmen we af wie initiatiefnemer van deze maatregel is.;"Dit is een maatregel in alle waterlichamen waar door grondwateronttrekkingen de hoeveelheid kwel is afgenomen. De effecten van de veranderde kwelsituatie, als gevolg van grondwateronttrekkingen, op de ecologie van het oppervlaktewaterlichaam worden beperkt door verminderen van de winning of door mitigeren en/of compenseren. Het verminderen van grondwaterontrekkingen op de heuvelrug leidt tot meer kwel in een aantal waterlichamen. De maatregel bestaat uit, of moet aansluiten bij al lopende of in onderzoek zijnde initiatieven. 
De provincie wordt verzocht om dit te verankeren in het beleid, bijvoorbeeld in het grondwaterprogramma of uitvoeringsprogramma. Daarom staat de provincie ook als initiatiefnemer vermeld. Een belangrijk eerste onderdeel van de maatregel is het vergaren van informatie en kennis over de mogelijkheden tot verminderen, mitigeren en/of compenseren. Er is al veel bekend en besloten over het verminderen en mitigeren van winningen. Op basis van bestaande kennis gaan we na wat aanvullend nog zou moeten worden onderzocht om tot een realistisch aanvullend pakket maatregelen te komen. Voor dit alles nemen we tot in 2026 de tijd. De organisaties die verantwoordelijk zijn voor de betreffende onttrekkingen kunnen de maatregelen uitvoeren. 
";RO07;MW;;1;n;;;onbekend;Provincie;Provincie Utrecht;;0;0;NL_HAB_95;;KTM8 ;;Macrofauna_Overige Waterflora;0;0;0;0;0;0;;;;Kwel herstellen;;Natuurmonumenten, Waterschap Amstel, Gooi en Vecht;geen;afweging verlies functie: bestuurlijke keuze provincie;;Opnieuw inbrengen in provinciale plannen?;Winnie Rip;ESF1;;49.2;3.5;ha, submers areaal;;err;2027;NL11_6_5;LM_20191017;;;
